Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Study Results from University of Nottingham Broaden Understanding of Urban Planning (The incidence function model as a tool for landscape-scale ecological impact assessments)",,"Ecology, Environment & Conservation",="19456492",,="2018",,,"1006",,"edsgcl.525328682",,"NewsRX LLC","Report","United Kingdom; University of Nottingham",,"2018 FEB 2 (VerticalNews) -- By a News Reporter-Staff News Editor at Ecology, Environment & Conservation -- Investigators publish new report on Urban Research - Urban Planning. According to news [...]","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsgao&AN=edsgcl.525328682&site=eds-live&scope=site&custid=s2775460"
"Species traits, patch turnover and successional dynamics: when does intermediate disturbance favour metapopulation occupancy?","Frederico Mestre; Ricardo Pita; António Mira; Pedro Beja","BMC Ecology",="14726785",,="2020","20","1","1","11","edsdoj.6008b617f6e44660a5ca95a1c7ae3206","10.1186/s12898-019-0273-5","BMC","article","Intermediate disturbance hypothesis; Incidence Function Model; Ecological simulation; Landscape fragmentation; Metapopulation occupancy; Virtual species; Ecology; QH540-549.5",,"Abstract Background In fragmented landscapes, natural and anthropogenic disturbances coupled with successional processes result in the destruction and creation of habitat patches. Disturbances are expected to reduce metapopulation occupancy for species associated with stable habitats, but they may benefit species adapted to transitory habitats by maintaining a dynamic mosaic of successional stages. However, while early-successional species may be favoured by very frequent disturbances resetting successional dynamics, metapopulation occupancy may be highest at intermediate disturbance levels for species with mid-successional habitat preferences, though this may be conditional on species traits and patch network characteristics. Here we test this ‘intermediate disturbance hypothesis’ applied to metapopulations (MIDH), using stochastic patch occupancy simulation modelling to assess when does intermediate disturbance favour metapopulation occupancy. We focused on 54 virtual species varying in their habitat preferences, dispersal abilities and local extinction and colonization rates. Long-term metapopulation dynamics was estimated in landscapes with different habitat amounts and patch turnover rates (i.e. disturbance frequency). Results Equilibrium metapopulation occupancy by late-successional species strongly declined with increasing disturbance frequency, while occupancy by early-successional species increased with disturbance frequency at low disturbance levels and tended to level-off thereafter. Occupancy by mid-successional species tended to increase along with disturbance frequency at low disturbance levels and declining thereafter. Irrespective of habitat preferences, occupancy increased with the amount of habitat, and with species dispersal ability and colonisation efficiency. Conclusions Our study suggests that MIDH is verified only for species associated with mid-successional habitats. These species may be particularly sensitive to land use changes causing either increases or decreases in disturbance frequency. This may be the case, for instance, of species associated with traditional agricultural and pastoral mosaic landscapes, where many species disappear either through intensification or abandonment processes that change disturbance frequency.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsdoj&AN=edsdoj.6008b617f6e44660a5ca95a1c7ae3206&site=eds-live&scope=site&custid=s2775460"
"Dinámica metapoblacional, ocupación espacial y migración en bivalvos de importancia comercial: el caso de la almeja Tawera gayi (Bivalvia: Veneridae) en el Mar Interior de Chiloé / Metapopulation dynamics, spatial occupation and migration of the commercial importance bivalves: the case of the clam Tawera gayi (Bivalvia: Veneridae) from the Chiloé inner sea","Figueroa-Fábrega, Luis; Bravo-Samaha, Javiera; Silva-Haun, Rodrigo; Padilla, Tiare","Anales del Instituto de la Patagonia",="0718686X",,="2018","46","1","7","15","edssci.S0718.686X2018000100007",,"Universidad de Magallanes","research article","BIODIVERSITY CONSERVATION; ZOOLOGY; Dinámica de ocupación-extinción; dinámica de paisaje; Modelo SPOMs; Modelo de Incidencia; Occupancy-extinction dynamics; SPOMS; Landscape dynamics; Incidence function model",,"Resumen: Tawera gayi (Hupe, 1854), es un molusco bivalvo conocido comúnmente como Juliana, cuya extracción comercial en Chile se concentra tanto en la zona norte del mar interior de Chiloé cómo en las inmediaciones de las islas Desertores. Según las estadísticas pesqueras, los desembarques han disminuido progresivamente en el último tiempo, para lo cual se han esgrimido razones relacionadas tanto con el mercado, la sobreexplotación del recurso y a la no inclusión de la conectividad espacial de los distintos bancos locales en el manejo pesquero. Por lo que el estudio de la dinámica de metapoblaciones (i.e. la variación temporal de la ocupación de los parches) puede ser una herramienta útil para comprender los patrones de abundancia de aquellas especies que presentan una alta conectividad espacial. En el presente trabajo se realizaron simulaciones para dos escenarios descritos en la zona, para dar respuesta a una serie de interrogantes relacionadas con la conectividad espacial entre bancos, los efectos de la disminución en la conectividad y el grado de incidencia de algunos de ellos. Los resultados nos indican que, al disminuir la disponibilidad de larvas por perdida de la fracción reproductiva, se reduce la probabilidad de colonización, afectando además la probabilidad de dispersión y la incidencia entre bancos cambiando la dinámica de la metapoblación. En una perspectiva temporal, se constato que la población de Juliana paso de tener una alta conectividad entre los bancos a una condición de auto-reclutamiento de algunos bancos particulares de mayor tamaño, tal como se ha visto en otras almejas de importancia comercial. Por consiguiente, es fundamental considerar la conectividad espacial en el manejo pesquero, considerando además los efectos sinérgicos que la extracción de especies de interés comercial pueda generar en los ecosistemas marinos del mar interior de Chiloé. / Tawera gayi (Hupe, 1854), is a bivalve mollusk commonly known as Juliana, whose commercial extraction in Chile is concentrated both in the northern area of the Chiloé inner sea and in the vicinity of the Desertores Islands. According to fishery statistics, landings have progressively decreased in recent times, for which reasons have been raised related to the market and the overexploitation of the resource and the non-inclusion of the spatial connectivity of the various local patches in fisheries management. For this reason, the study of the metapopulation dynamics (ie the temporal variation of the occupation of the patches), can be a useful tool to understand species that seem to have a high spatial connectivity. In the present work simulations were carried out for two scenarios described in the area to answer a series of questions related to the spatial connectivity between patches, the effects of the decrease of patches for connectivity and the degree of incidence of some local population in the Chiloé inner sea. The results indicate that, by reducing the availability of larvae due to loss of the reproductive fraction, the probability of colonization is reduced, also affecting the probability of dispersion and the incidence among patches. This is summarized in a change in the dynamics of the metapopulation. In a temporal perspective, it was found that the population of Juliana went from having a high connectivity among the banks to a condition of self-recruitment of some larger patches, as seen in other clams of commercial importance. Therefore, it is essential to consider the spatial connectivity in fisheries management, considering also the synergistic effects that the extraction of species of commercial interest can generate in the marine ecosystems of the Chiloé inner sea.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssci&AN=edssci.S0718.686X2018000100007&site=eds-live&scope=site&custid=s2775460"
"Species traits, patch turnover and successional dynamics: when does intermediate disturbance favour metapopulation occupancy?","Mestre, Frederico; Pita, Ricardo; Mira, António; Beja, Pedro","BMC Ecology",="14726785",,="2020","20","1",,,"edssjs.1791F5CE","10.1186/s12898-019-0273-5","BioMed Central","Original Paper","Intermediate disturbance hypothesis; Incidence Function Model; Ecological simulation; Landscape fragmentation; Metapopulation occupancy; Virtual species",,"Background: In fragmented landscapes, natural and anthropogenic disturbances coupled with successional processes result in the destruction and creation of habitat patches. Disturbances are expected to reduce metapopulation occupancy for species associated with stable habitats, but they may benefit species adapted to transitory habitats by maintaining a dynamic mosaic of successional stages. However, while early-successional species may be favoured by very frequent disturbances resetting successional dynamics, metapopulation occupancy may be highest at intermediate disturbance levels for species with mid-successional habitat preferences, though this may be conditional on species traits and patch network characteristics. Here we test this ‘intermediate disturbance hypothesis’ applied to metapopulations (MIDH), using stochastic patch occupancy simulation modelling to assess when does intermediate disturbance favour metapopulation occupancy. We focused on 54 virtual species varying in their habitat preferences, dispersal abilities and local extinction and colonization rates. Long-term metapopulation dynamics was estimated in landscapes with different habitat amounts and patch turnover rates (i.e. disturbance frequency).Results: Equilibrium metapopulation occupancy by late-successional species strongly declined with increasing disturbance frequency, while occupancy by early-successional species increased with disturbance frequency at low disturbance levels and tended to level-off thereafter. Occupancy by mid-successional species tended to increase along with disturbance frequency at low disturbance levels and declining thereafter. Irrespective of habitat preferences, occupancy increased with the amount of habitat, and with species dispersal ability and colonisation efficiency.Conclusions: Our study suggests that MIDH is verified only for species associated with mid-successional habitats. These species may be particularly sensitive to land use changes causing either increases or decreases in disturbance frequency. This may be the case, for instance, of species associated with traditional agricultural and pastoral mosaic landscapes, where many species disappear either through intensification or abandonment processes that change disturbance frequency.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssjs&AN=edssjs.1791F5CE&site=eds-live&scope=site&custid=s2775460"
"Local approximation of a metapopulation’s equilibrium","Barbour, A. D.; McVinish, R.; Pollett, P. K.","Journal of Mathematical Biology",="03036812",,="2018","77","3","765","29","edssjs.AEE866C7","10.1007/s00285-018-1231-0","Springer Berlin Heidelberg","Original Paper","Incidence function model; Spatially realistic Levins model; Equilibrium; Fixed point; Metapopulation; 92D40; 60J10; 60J27",,"We consider the approximation of the equilibrium of a metapopulation model, in which a finite number of patches are randomly distributed over a bounded subset Ωq1(z)z∈Ω of Euclidean space. The approximation is good when a large number of patches contribute to the colonization pressure on any given unoccupied patch, and when the quality of the patches varies little over the length scale determined by the colonization radius. If this is the case, the equilibrium probability of a patch at z being occupied is shown to be close to Ωq1(z)z∈Ω, the equilibrium occupation probability in Levins’s model, at any point Ωq1(z)z∈Ω not too close to the boundary, if the local colonization pressure and extinction rates appropriate to z are assumed. The approximation is justified by giving explicit upper and lower bounds for the occupation probabilities, expressed in terms of the model parameters. Since the patches are distributed randomly, the occupation probabilities are also random, and we complement our bounds with explicit bounds on the probability that they are satisfied at all patches simultaneously.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssjs&AN=edssjs.AEE866C7&site=eds-live&scope=site&custid=s2775460"
"Effectiveness of Existing Reserves in the Long-Term Protection of a Regionally Rare Butterfly","David Gutiérrez","Conservation Biology",="08888892",,="2005","19","5","1586","12","edsjsr.3591127",,"Blackwell Science","research-article","Erynnis tages; Extinction Risk; Incidence Function Model; Metapopulation; Minimum Viable Metapopulation Size; Reserve Design; Metapopulation ecology; Habitat conservation; Conservation biology; Butterflies; Species; Metropolitan areas; Parametric models; Modeling; Habitats; Biodiversity conservation",,"The importance of unprotected habitats for the persistence of species in reserve networks is likely to be high for species living in highly fragmented habitat in which regional persistence depends on metapopulation processes. The dingy skipper butterfly (Erynnis tages) is a regionally rare declining species in Britain. In the Creuddyn Peninsula (North Wales), it inhabits patches of its host plant, Lotus corniculatus L, growing in lightly grazed areas in sheltered microhabitats, and its regional distribution is dominated by metapopulation processes. In this area, 16 (61%) out of 26.20 ha of dingy skipper habitat are located in reserves. The remaining unprotected habitat is mostly located in wasteland areas vulnerable to urban development. Using a metapopulation model, the incidence function model, I evaluated the extent to which the persistence of the dingy skipper in the landscape could be guaranteed with the existing reserve network. According to model projections, the dynamics within the reserve system were relatively stable when the unprotected habitat remained, with a maximum of 4% simulation replicates going extinct in a 100-year time frame. When unprotected habitat was completely removed, however, the dynamics in the reserve network became markedly unstable, with an increased extinction risk ranging from 15 to 36%. We calculated a relatively simple measure of ""patch importance,"" the colonization potential, for each patch. The incidence function model predicted that for low and medium levels of regional stochasticity (a value from 0 to 0.2), protecting only a relatively small number (four to six) of large and well-connected patches (high colonization potential) in addition to the existing reserves would be enough to decrease notably the extinction risk of the dingy skipper metapopulation. The number of patches needed to be increased (11 patches) for high levels of regional stochasticity (σ = 0.3). My results suggest that long-term persistence of a regionally rare butterfly in a reserve network may depend on the presence of unprotected habitat. For a more realistic estimate of the efficiency of reserves for protecting rare species, conservation biologists should consider incorporating metapopulation dynamics in their evaluations of persistence in existing reserves.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.3591127&site=eds-live&scope=site&custid=s2775460"
"Metapopulation modelling of long-term urban habitat-loss scenarios","Graham, Laura J.; Haines-Young, Roy H.; Field, Richard","Landscape Ecology",="09212973",,="2017","32","5","989","15","edssjs.6339CBB7","10.1007/s10980-017-0504-0","Springer Netherlands","Original Paper","Urban ecology; Landscape-scale; Metapopulation modelling; Scenarios; Incidence function model; Multiple criteria decision analysis; Birds; Amphibians",,"Context:Increasing human populations in urban areas pose a threat to species’ persistence through habitat loss and fragmentation. It is therefore essential that we develop methods to investigate critical habitat loss thresholds and least detrimental landscape configurations.Objectives:We develop a framework to assess how the pattern of habitat loss impacts the ecological and social characteristics of a landscape and how this varies depending on the species and criteria by which it is judged.Methods:We use a scenario-based approach to test six propositions in which habitat is lost preferentially based on patch characteristics. We use eight bird and two amphibian species as indicator species. To compare scenarios, we present a method combining the output from a metapopulation model with measures of social impacts of land-cover change in a multiple criteria decision analysis. We also determine whether a habitat loss threshold exists, below which small loss of habitat can lead to large loss of species’ occupancy.Results:We found that, of the scenarios presented, preferentially losing common habitats and smaller patches was least detrimental for both ecological and social factors. Threshold effects were found for all but the generalist bird species.Conclusions:We have outlined a workflow which allows for transparent, repeatable comparison between landscapes. This workflow can be used to compare urban landscape plans, or to develop general understanding of the impacts of different forms of habitat loss. Reassuringly, the recommendations based on the scenarios presented are in keeping with received conservation wisdom: to prioritise larger and/or rarer patches.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssjs&AN=edssjs.6339CBB7&site=eds-live&scope=site&custid=s2775460"
"Protected areas in Borneo may fail to conserve tropical forest biodiversity under climate change","Scriven, Sarah A.; Hodgson, Jenny A.; McClean, Colin J.; Hill, Jane K.","Biological Conservation",="00063207",,="April 2015","184",,"414","10","S0006320715000889","10.1016/j.biocon.2015.02.018","Elsevier Ltd","fla","Connectivity; Forest fragmentation; Tropical deforestation; Incidence function model; Oil palm; Borneo",,"Highlights •We study connectivity of tropical rainforest protected areas (PAs) on Borneo.•We analyse future changes in the spatial distribution of climate in the PA network.•In future, analogue climates will shift out of the majority of PAs.•Low-lying PAs may be too isolated to aid species movement to PAs at higher elevation.•Management to link forest PAs along elevation gradients is a conservation priority.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edselp&AN=S0006320715000889&site=eds-live&scope=site&custid=s2775460"
"Metapopulation Dynamics in Changing Landscapes: A New Spatially Realistic Model for Forest Plants","Kris Verheyen; Mark Vellend; Hans Van Calster; George Peterken; Martin Hermy","Ecology",="00129658",,="2004","85","12","3302","11","edsjsr.3450510",,"Ecology Society of America","research-article","Dynamic Landscapes; Forest Plants; Incidence Function Model; Life History Traits; Metapopulation Dynamics and Persistence; Metapopulation ecology; Forest ecology; Landscapes; Forest habitats; Plants; Plant ecology; Species extinction; Forest cover; Ecological modeling; Extinct species",,"In fragmented landscapes, habitat patches are often destroyed and created through time, though most metapopulation models treat patch networks as static. Here we present a generally applicable, modified version of Hanski's Incidence Function Model (IFM) that incorporates landscape dynamics (i.e., habitat patch turnover), and we parameterize the model with data on patch occupancy patterns for forest plants in central Lincolnshire, UK. The modified IFM provided a better, or equally good, fit to species' patch occupancy patterns than logistic regression. Estimated colonization and extinction rates, and the results of logistic regression analyses, varied significantly among species with different life history traits. For example, species with low seed production and predominantly short-distance seed dispersal showed lower rates of colonization and extinction and were more likely to show effects of patch age and connectivity on patch-level presence than species with the opposite set of traits. Model simulations demonstrate a profound negative influence of habitat turnover rate on metapopulation dynamics and persistence, particularly for slow-colonizing species. The incorporation of temporal habitat dynamics into the metapopulation paradigm will permit its application to organisms in a much wider range of real landscapes.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.3450510&site=eds-live&scope=site&custid=s2775460"
"Improved Bayesian Analysis of Metapopulation Data with an Application to a Tree Frog Metapopulation","Cajo J. F. ter Braak; Rampal S. Etienne","Ecology",="00129658",,="2003","84","1","231","11","edsjsr.3108011",,"Ecological Society of America","research-article","Bayesian Analysis; Colonization; Data Augmentation; Extinction; Incidence Function Model; Markov Chain Monte Carlo; Metapopulation; Quasi-Stationarity; Stochastic Patch Occupancy Model (SPOM); Tree Frog; Metapopulation ecology; Parametric models; Modeling; Ecological modeling; Datasets; Missing data; Estimation methods; Probability distributions; Bayesian analysis; Conservation biology",,"Metapopulation models are important tools to predict whether a species can persist in a landscape consisting of habitat patches. Here a Bayesian method is presented for estimating parameters of such models from data on patch occupancy in one or more years. Earlier methods were either ad hoc, produced only point estimates, or could only use turnover information. The new method is based on the assumption of quasi-stationarity, which enables it to use not only turnover data, but also snapshot data. Being Bayesian, the method produces reliable information about the uncertainty of the parameters and model-based predictions in the form of posterior distributions. It is computationally demanding, but considerably faster than a recently developed Bayesian method extended beyond turnover data. The method is compared with existing methods (placed in a Bayesian framework) by fitting an extended incidence function model to a data set on a tree frog metapopulation with many missing values and by predicting its viability, mean occupancy, and turnover rate after 100 yr.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.3108011&site=eds-live&scope=site&custid=s2775460"
