Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Timing matters: cloud cover and date influence probability of detecting nesting Chimney Swifts (Chaetura pelagica)","Elisabeth F. Purves; C. Myles. Falconer; Douglas C. Tozer; Kristyn Richardson","Avian Conservation and Ecology",="17126568",,="2019","14","1","8","1","edsdoj.3168a07ea42d47ad95cd3829f466cd0d",,"Resilience Alliance","article","aerial insectivore; chaetura pelagica; chimney swift; citizen science; detection probability; dynamic occupancy model; habitat loss; Plant culture; SB1-1110; Environmental sciences; GE1-350; Plant ecology; QK900-989",,"One third of bird species in North America need immediate conservation action. Effective management and recovery actions for species of conservation concern require accurate methods of monitoring species occurrence that limit the incidence of nondetection error (when a species is falsely recorded as absent when it is present). The Chimney Swift (Chaetura pelagica) is experiencing widespread population declines in North America, possibly, in part, because chimneys used for nesting or roosting are being capped or demolished. In particular, the presence of nesting swifts in a chimney can be difficult to determine, and thus, it is important to design survey protocols that limit the incidence of nondetection error. Here, we used data from Bird Studies Canada's Citizen Science program, Ontario SwiftWatch, and dynamic occupancy models to examine factors influencing the probability of detecting Chimney Swifts at nest sites. We found that the probability of detecting Chimney Swifts at nest chimneys decreased with increasing cloud cover. We also found some support suggesting that detection increased moderately with date over the course of the nesting period (June-July). Based on our findings, we recommend that surveys aiming to identify Chimney Swift nest sites in southern Ontario, Canada should be conducted for at least one hour under clear skies, and as late in the nesting period as possible. The results of this study will inform survey design to reduce the incidence of false negatives during chimney surveys for nest occupancy, and as a result, help reduce Chimney Swift nesting habitat disturbance and loss.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsdoj&AN=edsdoj.3168a07ea42d47ad95cd3829f466cd0d&site=eds-live&scope=site&custid=s2775460"
"Dynamic occupancy modeling of temperate marine fish in area‐based closures.","Calvert, Jay; Mcgonigle, Chris; Sethi, Suresh Andrew; Harris, Bradley; Quinn, Rory; Grabowski, Jon","Ecology & Evolution (20457758)",="20457758",,="Oct2018","8","20","10192","14","132722370","10.1002/ece3.4493","Wiley-Blackwell","Article","SPECIES distribution; MARINE fishes; TEMPERATE climate; HYDRODYNAMICS; REMOTE sensing","detectability; dynamic occupancy model; hydrodynamics; temperate marine fish","Species distribution models (SDMs) are commonly used to model the spatial structure of species in the marine environment, however, most fail to account for detectability of the target species. This can result in underestimates of occupancy, where nondetection is conflated with absence. The site occupancy model (SOM) overcomes this failure by treating occupancy as a latent variable of the model and incorporates a detection submodel to account for variability in detection rates. These have rarely been applied in the context of marine fish and never for the multiseason dynamic occupancy model (DOM). In this study, a DOM is developed for a designated species of concern, cusk (Brosme brosme), over a four‐season period. Making novel use of a high‐resolution 3‐dimensional hydrodynamic model, detectability of cusk is considered as a function of current speed and algae cover. Algal cover on the seabed is measured from video surveys to divide the study area into two distinct regions: those with canopy forming species of algae and those without (henceforth bottom types). Modeled estimates of the proportion of sites occupied in each season are 0.88, 0.45, 0.74, and 0.83. These are significantly greater than the proportion of occupied sites measured from underwater video observations which are 0.57, 0.28, 0.43, and 0.57. Individual fish are detected more frequently with increasing current speed in areas lacking canopy and less frequently with increasing current speed in areas with canopy. The results indicate that, where possible, SDM studies for all marine species should take account of detectability to avoid underestimating the proportion of sites occupied at a given study area. Sampling closed areas or areas of conservation often requires the use of nonphysical, low impact sampling methods like camera surveys. These methods inherently result in detection probabilities less than one, an issue compounded by time‐varying features of the environment that are rarely accounted for marine studies. This work highlights the use of modeled hydrodynamics as a tool to correct some of this imbalance. Detection of marine fish is often not considered when mapping their distributions. This study considers detectability as a function of hydrodynamics and bottom type. Findings show how considering detection probability affects occupancy estimates for marine fish in an area of conservation for a priority species. [ABSTRACT FROM AUTHOR] Copyright of Ecology & Evolution (20457758) is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=132722370&site=eds-live&scope=site&custid=s2775460"
"Using environmental DNA and occupancy modelling to estimate rangewide metapopulation dynamics","Pawlowski, Jan; Bonin, Aurélie; Boyer, Frédéric; Cordier, Tristan; Taberlet, Pierre; Martel, Chad M.; Sutter, Michael; Dorazio, Robert M.; Kinziger, Andrew P.","Molecular Ecology",="09621083",,="2021","30","13","3340","15","edsgcl.668407241","10.1111/mec.15693","Wiley Subscription Services, Inc.","Report","Estuaries -- Analysis -- Models -- Environmental aspects; Animal behavior -- Models -- Environmental aspects -- Analysis; DNA -- Models -- Environmental aspects -- Analysis",,"Keywords: dynamic occupancy model; environmental DNA; Eucyclogobius kristinae; Eucyclogobius newberryi; metapopulation dynamics; multiscale occupancy; spatial occupancy; tidewater goby Abstract We demonstrate the power of combining two emergent tools for resolving rangewide metapopulation dynamics. First, we employed environmental DNA (eDNA) surveys to efficiently generate multiseason rangewide site occupancy histories. Second, we developed a novel dynamic, spatial multiscale occupancy model to estimate metapopulation dynamics. The model incorporates spatial relationships, explicitly accounts for non-detection bias and allows direct evaluation of the drivers of extinction and colonization. We applied these tools to examine metapopulation dynamics of endangered tidewater goby, a species endemic to California estuarine habitats. We analysed rangewide eDNA data from 190 geographically isolated sites (813 total water samples) surveyed from 2 years (2016 and 2017). Rangewide estimates of the proportion of sites that were occupied varied little between 2016 (0.52) and 2017 (0.51). However, there was evidence of extinction and colonization dynamics. The probability of extinction of an occupied site (0.106) and probability of colonization of an unoccupied site (0.085) were nearly equal. Stability in site occupancy proportions combined with nearly equal rates of extinction and colonization suggests a dynamic equilibrium between the 2 years surveyed. Assessment of covariate effects revealed that colonization probability increased as the number of occupied neighbouring sites increased and as distance between occupied sites decreased. We show that eDNA surveys can rapidly provide a snapshot of a species distribution over a broad geographic range and, when these surveys are paired with occupancy modelling, can uncover metapopulation dynamics and their drivers. CAPTION(S): Supplementary Material Supplementary Material Supplementary Material Supplementary Material Supplementary Material Supplementary Material Supplementary Material Supplementary Material Supplementary Material Byline: Jan Pawlowski, Aurélie Bonin, Frédéric Boyer, Tristan Cordier, Pierre Taberlet, Chad M. Martel, Michael Sutter, Robert M. Dorazio, Andrew P. Kinziger","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsgao&AN=edsgcl.668407241&site=eds-live&scope=site&custid=s2775460"
"Determinants and patterns of habitat use by the brown bear Ursus arctos in the French Pyrenees revealed by occupancy modelling.","Piédallu, Blaise; Quenette, Pierre-Yves; Bombillon, Nicolas; Gastineau, Adrienne; Miquel, Christian; Gimenez, Olivier","Oryx",="00306053",,="Apr2019","53","2","334","10","135627838","10.1017/S0030605317000321","Cambridge University Press","Article","BROWN bear; ANTHROPOGENIC effects on nature; PYRENEES","Dynamic occupancy model; extinction; habitat use; imperfect species detection; large carnivores; local extinction; Ursus arctos","The Pyrenean brown bear Ursus arctos population in the mountains between France and Spain is one of the smallest and most threatened populations of large carnivores in Europe. We assessed trends in brown bear habitat use in the Pyrenees and investigated the underlying environmental and anthropogenic drivers. Using detection/non-detection data collected during 2008–2014 through non-invasive methods, we developed dynamic occupancy models, accounting for local colonization and extinction processes. We found two non-connected core areas of occupancy, one in the west and the other in the centre of the Pyrenees, with a significant decrease in habitat use overall during 2008–2014. We also found a negative correlation between human density and bear occupancy, in agreement with previous studies on brown bear habitat suitability. Our results confirm the Critically Endangered status of the Pyrenean population of brown bears. [ABSTRACT FROM AUTHOR] Copyright of Oryx is the property of Cambridge University Press and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=135627838&site=eds-live&scope=site&custid=s2775460"
"Modeling multi‐scale occupancy for monitoring rare and highly mobile species","Robert L. Emmet; Robert A. Long; Beth Gardner","Ecosphere",="21508925",,="2021","12","7",,,"edsdoj.b54c7cf83e40472081164aa09cc503a5","10.1002/ecs2.3637","Wiley","article","continuous‐time; detection probability; multi‐scale; occupancy; trends in occurrence; wolverines; Ecology; QH540-549.5",,"Abstract Occupancy‐based methods are commonly used to model the distribution, habitat use, and relative abundance of species. In particular, occupancy‐based methods are often recommended for monitoring species, allowing researchers to track population trends using detection–non‐detection data alone. Occupancy models, however, have proven difficult to apply to rare, highly mobile species. Species’ movements outside of sampling areas may lead to violation of the geographic closure assumption of occupancy models and overestimated occupancy probability. Low detection probability may further inflate occupancy probability estimates. We developed a novel continuous‐time, multi‐scale occupancy model to simultaneously account for closure assumption violations and low detection probability. We used a simulation study to test our model relative to a discrete‐time multi‐scale model, and we conducted a power analysis to assess the ability of an instantaneous occupancy parameter to detect trends in abundance, relative to standard occupancy alone. The continuous‐time model was competitive with the discrete‐time model and was generally computationally faster than and outperformed the discrete‐time model when detection probability was low. The instantaneous occupancy parameter outperformed occupancy in terms of power to detect trends when we used an implicit (i.e., estimating occupancy independently in each primary occasion) dynamic occupancy model, but performed no better when we used an explicit (i.e., estimating colonization and extinction) dynamic occupancy model. We applied both discrete‐time and continuous‐time multi‐scale occupancy models to a case study of data collected on wolverines (Gulo gulo) in Washington, USA. We found improved precision in estimates with the continuous‐time model and that asymptotic occupancy of wolverines was high, but short‐term use of any given area was low. Our multi‐scale, continuous‐time occupancy model can be used to detect trends in abundance of rare, highly mobile species, regardless of how occupancy dynamics are modeled. Furthermore, our model can allow for more efficient data collection and analysis than traditional discrete‐time or spatially multi‐scale approaches, as our model uses all available detections and requires only one detector per sampling unit by substituting time for space.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsdoj&AN=edsdoj.b54c7cf83e40472081164aa09cc503a5&site=eds-live&scope=site&custid=s2775460"
"Living with the enemy: a threatened prey species coexisting with feral cats on a fox-free island.","Miritis, Vivianna; Rendall, Anthony R.; Doherty, Tim S.; Coetsee, Amy L.; Ritchie, Euan G.","Wildlife Research",="10353712",,="2020","47","8","633","10","146555338","10.1071/WR19202","CSIRO Publishing","Article","Endangered species; Australia; Feral cats; Cats; Felidae; Motion detectors; Predation","biodiversity; conservation; habitat use; introduced species; invasive species; islands; pest management; population density; predator–prey interactions; wildlife management.","Context: Feral domestic cats (Felis catus) have contributed to substantial loss of Australian wildlife, particularly small- and medium-sized terrestrial mammals. However, mitigating cat impacts remains challenging. Understanding the factors that facilitate coexistence between native prey and their alien predators could aid better pest management and conservation actions. Aims: We estimated feral cat density, examined the impact of habitat cover on long-nosed potoroos (Potorous tridactylus tridactylus), and assessed the spatial and temporal interactions between cats and potoroos in the 'Bluegums' area of French Island, south-eastern Australia. Materials and methods: We operated 31 camera stations across Bluegums for 99 consecutive nights in each of winter 2018 and summer 2018/19. We used a spatially explicit capture–recapture model to estimate cat density, and two-species single-season occupancy models to assess spatial co-occurrence of cats and potoroos. We assessed the influence of vegetation cover and cat activity on potoroo activity by using a dynamic occupancy model. We also used image timestamps to describe and compare the temporal activities of the two species. Key results: Bluegums had a density of 0.77 cats per km2 across both seasons, although this is a conservative estimate because of the presence of unidentified cats. Cats and long-nosed potoroos were detected at 94% and 77% of camera stations, respectively. Long-nosed potoroo detectability was higher in denser vegetation and this pattern was stronger at sites with high cat activity. Cats and potoroos overlapped in their temporal activity, but their peak activity times differed. Conclusions: Feral cat density at Bluegums, French Island, is higher than has been reported for mainland Australian sites, but generally lower than in other islands. Long-nosed potoroos were positively associated with cats, potentially indicating cats tracking potoroos as prey or other prey species that co-occur with potoroos. Temporal activity of each species differed, and potoroos sought more complex habitat, highlighting possible mechanisms potoroos may use to reduce their predation risk when co-occurring with cats. Implications: Our study highlighted how predator and prey spatial and temporal interactions, and habitat cover and complexity (ecological refuges), may influence the ability for native prey to coexist with invasive predators. We encourage more consideration and investigation of these factors, with the aim of facilitating more native species to persist with invasive predators or be reintroduced outside of predator-free sanctuaries, exclosures and island safe havens. Feral domestic cats have contributed to a substantial loss of Australian wildlife, but management of their impacts remains challenging. The present study aimed to examine how a population of long-nosed potoroos is coexisting with feral cats and showed that a 'moderate' cat density, temporal avoidance and predation-risk minimisation, and refuge availability are likely to be important. This information may facilitate better conservation actions, including potential species reintroductions, in the extensive areas currently occupied by feral cats. Photograph taken by motion sensor camera (Zoos Victoria). [ABSTRACT FROM AUTHOR] Copyright of Wildlife Research is the property of CSIRO Publishing and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=8gh&AN=146555338&site=eds-live&scope=site&custid=s2775460"
"Timing matters: cloud cover and date influence probability of detecting nesting Chimney Swifts (Chaetura pelagica).","Purves, Elisabeth F.; Falconer, C. Myles; Tozer, Douglas C.; Richardson, Kristyn","Avian Conservation & Ecology",="17126568",,="2019","14","1","478","8","138471046","10.5751/ACE-01339-140108","Resilience Alliance","Article","Chimneys; Wildlife conservation; Ontario; North America; Cloudiness; Probability theory; Citizen science","aerial insectivore; Chaetura pelagica; Chimney Swift; Citizen Science; detection probability; dynamic occupancy model; habitat loss","One third of bird species in North America need immediate conservation action. Effective management and recovery actions for species of conservation concern require accurate methods of monitoring species occurrence that limit the incidence of nondetection error (when a species is falsely recorded as absent when it is present). The Chimney Swift (Chaetura pelagica) is experiencing widespread population declines in North America, possibly, in part, because chimneys used for nesting or roosting are being capped or demolished. In particular, the presence of nesting swifts in a chimney can be difficult to determine, and thus, it is important to design survey protocols that limit the incidence of nondetection error. Here, we used data from Bird Studies Canada's Citizen Science program, Ontario SwiftWatch, and dynamic occupancy models to examine factors influencing the probability of detecting Chimney Swifts at nest sites. We found that the probability of detecting Chimney Swifts at nest chimneys decreased with increasing cloud cover. We also found some support suggesting that detection increased moderately with date over the course of the nesting period (June-July). Based on our findings, we recommend that surveys aiming to identify Chimney Swift nest sites in southern Ontario, Canada should be conducted for at least one hour under clear skies, and as late in the nesting period as possible. The results of this study will inform survey design to reduce the incidence of false negatives during chimney surveys for nest occupancy, and as a result, help reduce Chimney Swift nesting habitat disturbance and loss. (English) [ABSTRACT FROM AUTHOR] Un tiers des espèces d'oiseaux d'Amérique du Nord nécessitent des mesures de conservation immédiates. Des mesures efficaces de gestion et de rétablissement des espèces menacées exigent des méthodes précises de surveillance de l'occurrence des espèces qui limitent l'incidence des erreurs de non-détection (lorsqu'une espèce est faussement enregistrée comme étant absente alors qu'elle est présente). Le Martinet ramoneur (Chaetura pelagica) connaît un déclin généralisé de sa population en Amérique du Nord, peutêtre en partie parce que les cheminées utilisées pour la nidification ou le repos sont recouvertes ou démolies. En particulier, la présence de Martinets nicheurs dans une cheminée peut être difficile à déterminer. Il est donc important de concevoir des protocoles de relevé qui limitent l'incidence des erreurs de non-détection. Ici, nous avons utilisé les données du programme de science citoyenne SwiftWatch d'Études d'Oiseaux Canada, Ontario, ainsi que des modèles dynamiques d'occupation pour examiner les facteurs influant sur la probabilité de détecter des Martinets ramoneurs aux sites de nidification. Nous avons constaté que la probabilité de détecter des Martinets ramoneurs près des cheminées utilisées comme nichoir diminuait avec l'augmentation de la couverture nuageuse. Nous avons également trouvé des éléments suggérant que la détection augmentait modérément avec la date durant la période de nidification (juinjuillet). D'après nos résultats, nous recommandons que les relevés visant à identifier les sites de nidification du Martinet ramoneur dans le sud de l'Ontario, au Canada, soient effectués par temps clair, pendant au moins une heure, et aussi tard que possible pendant la période de nidification. Les résultats de cette étude amélioreront la conception des relevés afin de réduire l'incidence des faux négatifs lors des relevés des cheminées pour déterminer l'occupation du nid et, par conséquent, contribueront à réduire les perturbations et la perte de l'habitat de nidification du Martinet ramoneur. (French) [ABSTRACT FROM AUTHOR] Copyright of Avian Conservation & Ecology is the property of Resilience Alliance and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=8gh&AN=138471046&site=eds-live&scope=site&custid=s2775460"
"Cross‐scale occupancy dynamics of a postfire specialist in response to variation across a fire regime.","Tingley, Morgan W.; Stillman, Andrew N.; Wilkerson, Robert L.; Howell, Christine A.; Sawyer, Sarah C.; Siegel, Rodney B.","Journal of Animal Ecology",="00218790",,="Sep2018","87","5","1484","13","131169904","10.1111/1365-2656.12851","Wiley-Blackwell","Article","Habitats; Ecology; Fires; Black-backed three-toed woodpecker; Accidents","black‐backed woodpecker; colonization; dynamic occupancy model; multiscale analysis; persistence; Picoides arcticus; wildfire","Abstract: Fire creates challenges and opportunities for wildlife through rapid destruction, modification and creation of habitat. Fire has spatially variable effects on landscapes; however, for species that benefit from the ephemeral resource patches created by fire, it is critical to understand characteristics of fires that promote postfire colonization and persistence and the spatial scales on which they operate. Using a model postfire specialist, the black‐backed woodpecker (Picoides arcticus), we examined how colonization and persistence varied across two spatial scales as a function of four characteristics of fire regimes—fire severity, fire size, fire ignition date and number of years since fire. We modelled black‐backed woodpecker colonization and persistence using data from 108 recently burned forests in the Sierra Nevada and southern Cascades ecoregions of California, USA, that we monitored for up to 10 years following fire. We employed a novel, spatially hierarchical, dynamic occupancy framework which differentiates colonization and persistence at two spatial scales: across fires and within fires. We found strong effects of fire characteristics on dynamic rates, with colonization and persistence declining across both spatial scales with increasing years since fire. Additionally, at sites within fires, colonization decreased with fire size and increased with fire severity and for fires with later ignition dates. Our results support the notion that different aspects of a species’ environment are important for population processes at different spatial scales. As habitat quality is ephemeral for any given postfire area, our results illustrate the importance of time since fire in structuring occupancy at the fire level, with other characteristics of fires playing larger roles in determining abundance within individual fires. Our results contribute to the broader understanding of how variation in fire characteristics influences the colonization and persistence of species using ephemeral habitats, which is necessary for conserving and promoting postfire biodiversity in the context of rapidly shifting fire regimes. [ABSTRACT FROM AUTHOR] Copyright of Journal of Animal Ecology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=8gh&AN=131169904&site=eds-live&scope=site&custid=s2775460"
"Dynamic occupancy modelling reveals a hierarchy of competition among fishers, grey foxes and ringtails.","Green, David S.; Matthews, Sean M.; Swiers, Robert C.; Callas, Richard L.; Scott Yaeger, J.; Farber, Stuart L.; Schwartz, Michael K.; Powell, Roger A.","Journal of Animal Ecology",="00218790",,="May2018","87","3","813","12","129133958","10.1111/1365-2656.12791","Wiley-Blackwell","Article","Biodiversity; Habitats; Urocyon; Pseudocheiridae; Predation","<italic>Bassariscus astutus</italic>; <italic>Pekania pennanti</italic>; <italic>Urocyon cinereoargenteus</italic>; dynamic occupancy model; Jolly‐Seber; source community; spatial capture–recapture; translocation","Abstract: Determining how species coexist is critical for understanding functional diversity, niche partitioning and interspecific interactions. Identifying the direct and indirect interactions among sympatric carnivores that enable their coexistence is particularly important to elucidate because they are integral for maintaining ecosystem function. We studied the effects of removing nine fishers (<italic>Pekania pennanti)</italic> on their population dynamics and used this perturbation to elucidate the interspecific interactions among fishers, grey foxes (<italic>Urocyon cinereoargenteus</italic>) and ringtails (<italic>Bassariscus astutus</italic>). Grey foxes (family: Canidae) are likely to compete with fishers due to their similar body sizes and dietary overlap, and ringtails (family: Procyonidae), like fishers, are semi‐arboreal species of conservation concern. We used spatial capture–recapture to investigate fisher population numbers and dynamic occupancy models that incorporated interspecific interactions to investigate the effects members of these species had on the colonization and persistence of each other's site occupancy. The fisher population showed no change in density for up to 3 years following the removals of fishers for translocations. In contrast, fisher site occupancy decreased in the years immediately following the translocations. During this same time period, site occupancy by grey foxes increased and remained elevated through the end of the study. We found a complicated hierarchy among fishers, foxes and ringtails. Fishers affected grey fox site persistence negatively but had a positive effect on their colonization. Foxes had a positive effect on ringtail site colonization. Thus, fishers were the dominant small carnivore where present and negatively affected foxes directly and ringtails indirectly. Coexistence among the small carnivores we studied appears to reflect dynamic spatial partitioning. Conservation and management efforts should investigate how intraguild interactions may influence the recolonization of carnivores to previously occupied landscapes. [ABSTRACT FROM AUTHOR] Copyright of Journal of Animal Ecology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=8gh&AN=129133958&site=eds-live&scope=site&custid=s2775460"
"Dynamic occupancy models for explicit colonization processes.","Broms, Kristin M.; Hooten, Mevin B.; Johnson, Devin S.; Altwegg, Res; Conquest, Loveday L.","Ecology",="00129658",,="Jan2016","97","1","194","11","112641711",,"Wiley-Blackwell","Article","STARLINGS; COLONIZATION (Ecology); SPATIOTEMPORAL processes; SPECIES distribution; DISPERSAL (Ecology)","Acridotheres tristis; citizen science; colonization; Common Myna; dynamic occupancy model; extinction; invasive species; multi ‐ season model; multi-season model; Southern African Bird Atlas Project; spatiotemporal processes; species distribution maps","The dynamic, multi-season occupancy model framework has become a popular tool for modeling open populations with occupancies that change over time through local colonizations and extinctions. However, few versions of the model relate these probabilities to the occupancies of neighboring sites or patches. We present a modeling framework that incorporates this information and is capable of describing a wide variety of spatiotemporal colonization and extinction processes. A key feature of the model is that it is based on a simple set of small-scale rules describing how the process evolves. The result is a dynamic process that can account for complicated large-scale features. In our model, a site is more likely to be colonized if more of its neighbors were previously occupied and if it provides more appealing environmental characteristics than its neighboring sites. Additionally, a site without occupied neighbors may also become colonized through the inclusion of a long-distance dispersal process. Although similar model specifications have been developed for epidemiological applications, ours formally accounts for detectability using the well-known occupancy modeling framework. After demonstrating the viability and potential of this new form of dynamic occupancy model in a simulation study, we use it to obtain inference for the ongoing Common Myna ( Acridotheres tristis) invasion in South Africa. Our results suggest that the Common Myna continues to enlarge its distribution and its spread via short distance movement, rather than long-distance dispersal. Overall, this new modeling framework provides a powerful tool for managers examining the drivers of colonization including short- vs. long-distance dispersal, habitat quality, and distance from source populations. [ABSTRACT FROM AUTHOR] Copyright of Ecology is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=112641711&site=eds-live&scope=site&custid=s2775460"
"Examining the relationship between local extinction risk and position in range.","Boakes, Elizabeth H.; Isaac, Nicholas J. B.; Fuller, Richard A.; Mace, Georgina M.; McGowan, Philip J. K.","Conservation Biology",="08888892",,="Feb2018","32","1","229","11","127113501",,"Wiley-Blackwell","Article","ANIMAL species; ENDANGERED species; BIOLOGICAL extinction; SPECIES; ANIMAL populations","biodiversity monitoring; cambio en el uso de suelo; distribución de especies; distribución de especies; dynamic occupancy model; ecología espacial; ecología espacial; extensión geográfica; extensión geográfica; Galliformes; geographic range; land‐use change; land-use change; modelo de ocupación dinámica; modelo de ocupación dinámica; monitoreo de la biodiversidad; multispecies model; spatial ecology; species distribution","Over half of globally threatened animal species have experienced rapid geographic range loss. Identifying the parts of species' distributions most vulnerable to local extinction would benefit conservation planning. However, previous studies give little consensus on whether ranges decline to the core or edge. We built on previous work by using empirical data to examine the position of recent local extinctions within species' geographic ranges, address range position as a continuum, and explore the influence of environmental factors. We aggregated point-locality data for 125 Galliform species from across the Palearctic and Indo-Malaya into equal-area half-degree grid cells and used a multispecies dynamic Bayesian occupancy model to estimate rates of local extinctions. Our model provides a novel approach to identify loss of populations from within species ranges. We investigated the relationship between extinction rates and distance from range edge by examining whether patterns were consistent across biogeographic realm and different categories of land use. In the Palearctic, local extinctions occurred closer to the range edge than range core in both unconverted and human-dominated landscapes. In Indo-Malaya, no pattern was found for unconverted landscapes, but in human-dominated landscapes extinctions tended to occur closer to the core than the edge. Our results suggest that local and regional factors override general spatial patterns of recent local extinction within species' ranges and highlight the difficulty of predicting the parts of a species' distribution most vulnerable to threat. (English) [ABSTRACT FROM AUTHOR] Examinación de la Relación entre el Riesgo de Extinción Local y la Posición dentro del Rango de Distribución Resumen Más de la mitad de las especies amenazadas mundialmente han experimentado una pérdida rápida de su extensión geográfica. La identificación de las partes de la distribución de las especies más vulnerables a la extinción local beneficiaría a la planeación de la conservación. Sin embargo, los estudios prestigiosos dan poco consenso sobre si las extensiones declinan hacia el núcleo o hacia los bordes. Partimos de trabajos previos usando datos empíricos para examinar la posición de las extinciones locales recientes dentro de las extensiones geográficas de las especies, tratar a la posición de la extensión como un continuo y explorar la influencia de los factores ambientales. Añadimos datos de puntos de localidad de 125 especies de galliformes de las regiones Paleártica e Indo-Malaya a celdas de una cuadrícula de medio grado y de área equitativa y utilizamos un modelo multiespecie de ocupación bayesiana dinámica para estimar la tasa de extinciones locales. Nuestro modelo proporciona una estrategia novedosa para identificar la pérdida de las poblaciones desde dentro de la extensión de las especies. Investigamos la relación entre las tasas de extinción y la distancia a partir del borde de la extensión comprobando si los patrones eran consistentes a lo largo del reino biogeográfico y en diferentes categorías de uso de suelo. En la Paleártica, las extinciones locales ocurrieron más cerca del borde de la extensión que del núcleo tanto en los paisajes sin conversión como en aquellos dominados por el humano. En la Indo-Malaya, no se encontró un patrón para los paisajes sin conversión, pero en los paisajes dominados por el humano las extinciones tendieron a suceder más cerca del núcleo que del borde de la extensión. Nuestros resultados sugieren que los factores locales y regionales invalidan los patrones espaciales generales de las extinciones locales recientes dentro de la extensión de las especies y resaltan la dificultad de predecir las partes de la distribución de las especies que son más vulnerables a la amenaza. (Spanish) [ABSTRACT FROM AUTHOR] Copyright of Conservation Biology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=127113501&site=eds-live&scope=site&custid=s2775460"
