Review_ID,StrataRank,Strata,Title,Year,Journal,Authors,Citations,DOI,KeyTerms,CitesMackenzie
232,23,2004-2007,Range shifting on a fragmented landscape,2007,ECOLOGICAL INFORMATICS,"McInerny, G.; Travis, J. M. J.; Dytham, C.",48,10.1016/j.ecoinf.2006.12.001,TRUE,FALSE
1506,24,2004-2007,Testing models for equilibrium distribution and abundance of insects,2006,NEW ZEALAND JOURNAL OF ECOLOGY,"Kean, John M.",2,NA,TRUE,FALSE
329,25,2004-2007,Optimizing presence-absence surveys for detecting population trends,2006,JOURNAL OF WILDLIFE MANAGEMENT,"Rhodes, JR; Tyre, AJ; Jonzén, N; McAlpine, CA; Possingham, HP",37,10.2193/0022-541X(2006)70[8:OPSFDP]2.0.CO;2,TRUE,TRUE
389,26,2004-2007,The competitive dynamics of metapopulations subject to the Allee-like effect,2004,THEORETICAL POPULATION BIOLOGY,"Zhou, SR; Liu, CZ; Wang, G",31,10.1016/j.tpb.2003.08.002,TRUE,FALSE
341,27,2004-2007,Spatial occurrence of a habitat-tracking saproxylic beetle inhabiting a managed forest landscape,2007,ECOLOGICAL APPLICATIONS,"Schroeder, L. Martin; Ranius, Thomas; Ekbom, Barbara; Larsson, Stig",35,10.1890/06-0090,TRUE,FALSE
687,28,2004-2007,"Parameterizing, evaluating and comparing metapopulation models with data from individual-based simulations",2006,ECOLOGICAL MODELLING,"Hilker, Frank M.; Hinsch, Martin; Poethke, Hans Joachim",17,10.1016/j.ecolmodel.2005.06.011,TRUE,FALSE
1795,29,2004-2007,Habitat selection in a changing environment:: The relationship between habitat alteration and spotted owl territory occupancy and breeding dispersal,2007,CONDOR,"Seamans, Mark E.; Gutierrez, R. J.",48,10.1650/8352.1,FALSE,TRUE
540,30,2004-2007,"Species frequency dynamics in an old-field succession: Effects of disturbance, fertilization and scale",2005,JOURNAL OF VEGETATION SCIENCE,"Gibson, DJ; Middleton, BA; Foster, K; Honu, YAK; Hoyer, EW; Mathis, M",22,10.1658/1100-9233(2005)016[0415:SFDIAO]2.0.CO;2,TRUE,FALSE
1956,31,2004-2007,Design considerations for examining trends in avian abundance using point counts: Examples from oak woodlands,2005,CONDOR,"Purcell, KL; Mori, SR; Chase, MK",20,10.1650/7595,FALSE,TRUE
1713,32,2004-2007,Occupancy estimation and modeling with multiple states and state uncertainty,2007,ECOLOGY,"Nichols, James D.; Hines, James E.; MacKenzie, Darryl I.; Seamans, Mark E.; Gutierrez, R. J.",152,10.1890/06-1474,FALSE,TRUE
1872,33,2004-2007,Control theory and the management of ecosystems,2006,JOURNAL OF APPLIED ECOLOGY,"Loehle, Craig",28,10.1111/j.1365-2664.2006.01208.x,FALSE,TRUE
1755,34,2004-2007,"Status and trends in demography of northern spotted owls, 1985-2003",2006,WILDLIFE MONOGRAPHS,"Anthony, Robert G.; Forsman, Eric D.; Franklin, Alan B.; Anderson, David R.; Burnham, Kenneth P.; White, Gary C.; Schwarz, Carl J.; Nichols, James D.; Hines, James E.; Olson, Gail S.; Ackers, Steven H.; Andrews, Lawrence S.; Biswell, Brian L.; Carlson, Peter C.; Diller, Lowell V.; Dugger, Katie M.; Fehring, Katherine E.; Fleming, Tracy L.; Gerhardt, Richard P.; Gremel, Scott A.; Gutierrez, R. J.; Happe, Patti J.; Herter, Dale R.; Higley, J. Mark; Horn, Robert B.; Irwin, Larry L.; Loschl, Peter J.; Reid, Janice A.; Sovern, Stan G.",78,NA,FALSE,TRUE
724,35,2004-2007,Stochastic models for mainland-island metapopulations in static and dynamic landscapes,2006,BULLETIN OF MATHEMATICAL BIOLOGY,"Ross, JV",16,10.1007/s11538-005-9043-y,TRUE,FALSE
61,36,2004-2007,SPOMSIM: software for stochastic patch occupancy models of metapopulation dynamics,2004,ECOLOGICAL MODELLING,"Moilanen, A",111,10.1016/j.ecolmodel.2004.04.019,TRUE,FALSE
59,37,2004-2007,Metapopulation processes in epiphytes inferred from patterns of regional distribution and local abundance in fragmented forest landscapes,2006,JOURNAL OF ECOLOGY,"Lobel, Swantje; Snall, Tord; Rydin, Hakan",112,10.1111/j.1365-2745.2006.01114.x,TRUE,FALSE
2005,38,2004-2007,"Discovery and spatial assessment of a Hochstetter's frog (<i>Leiopelma hochstetteri</i>) population found in Maungatautari Scenic Reserve, New Zealand",2006,NEW ZEALAND JOURNAL OF ZOOLOGY,"Baber, Matthew; Moulton, Heather; Smuts-Kennedy, Chris; Gemmell, Neil; Crossland, Michael",16,10.1080/03014223.2006.9518439,FALSE,TRUE
92,39,2004-2007,Modelling integrated weed management of an invasive shrub in tropical Australia,2004,JOURNAL OF APPLIED ECOLOGY,"Buckley, YM; Rees, M; Paynter, Q; Lonsdale, M",90,10.1111/j.0021-8901.2004.00909.x,TRUE,FALSE
1717,40,2004-2007,Colonization-extinction dynamics of an epiphyte metapopulation in a dynamic landscape,2005,ECOLOGY,"Snäll, T; Ehrlén, J; Rydin, H",131,10.1890/04-0531,FALSE,TRUE
54,41,2004-2007,"Modeling of site occupancy dynamics for northern spotted owls, with emphasis on the effects of barred owls",2005,JOURNAL OF WILDLIFE MANAGEMENT,"Olson, GS; Anthony, RG; Forsman, ED; Ackers, SH; Loschl, PJ; Reid, JA; Dugger, KM; Glenn, EM; Ripple, WJ",118,10.2193/0022-541X(2005)069[0918:MOSODF]2.0.CO;2,TRUE,TRUE
388,42,2004-2007,Modelling the spatial dynamics and persistence of the leaf beetle <i>Gonioctena olivacea</i> in dynamic habitats,2004,OIKOS,"Biedermann, R",31,10.1111/j.0030-1299.2004.13358.x,TRUE,FALSE
808,43,2004-2007,Prevalence of intraspecific relationships between range size and abundance in Danish birds,2006,DIVERSITY AND DISTRIBUTIONS,"Borregaard, Michael Krabbe; Rahbek, Carsten",14,10.1111/j.1366-9516.2006.00258.x,TRUE,FALSE
202,44,2004-2007,Stand-level diameter distribution yield model for black spruce plantations,2005,FOREST ECOLOGY AND MANAGEMENT,"Newton, PF; Lei, Y; Zhang, SY",52,10.1016/j.foreco.2005.01.020,TRUE,FALSE
235,45,2004-2007,"Metapopulation theory, its use and misuse",2004,BASIC AND APPLIED ECOLOGY,"Hanski, L",48,10.1016/j.baae.2004.03.002,TRUE,FALSE
272,46,2004-2007,"Metapopulation structure of stream-dwelling Dolly Varden charr inferred from patterns of occurrence in the Sorachi River basin, Hokkaido, Japan",2004,FRESHWATER BIOLOGY,"Koizumi, I; Maekawa, K",43,10.1111/j.1365-2427.2004.01240.x,TRUE,FALSE
2236,47,2004-2007,An evaluation of methods for assessing the population status of the threatened Alpine Tree Frog <i>Litoria verreauxii alpina</i> in southeastern Australia,2007,COPEIA,"Brown, Geoff W.; Scroggie, Michael P.; Smith, Michael J.; Steane, David",6,10.1643/0045-8511(2007)2007[765:AEOMFA]2.0.CO;2,FALSE,TRUE
1688,48,2004-2007,Modelling occurrence and abundance of species when detection is imperfect,2005,OIKOS,"Royle, JA; Nichols, JD; Kéry, M",268,10.1111/j.0030-1299.2005.13534.x,FALSE,TRUE
1749,49,2004-2007,Planning for robust reserve networks using uncertainty analysis,2006,ECOLOGICAL MODELLING,"Moilanen, Atte; Runge, Michael C.; Elith, Jane; Tyre, Andrew; Carmel, Yohay; Fegraus, Eric; Wintle, Brendan A.; Burgman, Mark; Ben-Haim, Yakov",90,10.1016/j.ecolmodel.2006.07.004,FALSE,TRUE
1924,50,2004-2007,"Monitoring mammals in the Caxiuanu National Forest, Brazil - First results from the Tropical Ecology, Assessment and Monitoring (TEAM) program",2007,BIODIVERSITY AND CONSERVATION,"de Souza Martins, Simone; Sanderson, James G.; de Sousa e Silva-Junior, Jose",22,10.1007/s10531-006-9094-x,FALSE,TRUE
150,51,2004-2007,A spatially explicit approach to estimating species occupancy and spatial correlation,2006,JOURNAL OF ANIMAL ECOLOGY,"Hui, C; McGeoch, MA; Warren, M",64,10.1111/j.1365-2656.2005.01029.x,TRUE,FALSE
1264,52,2004-2007,Coexistence in metacommunities:: A tree-species model,2006,MATHEMATICAL BIOSCIENCES,"Mena-Lorca, Jaime; Velasco-Hernandez, Jorge X.; Marquet, Pablo A.",5,10.1016/j.mbs.2006.04.005,TRUE,FALSE
80,53,2004-2007,"Large-scale population dynamics, abundance-occupancy relationships and the scaling from local to regional population size",2005,JOURNAL OF ANIMAL ECOLOGY,"Freckleton, RP; Gill, JA; Noble, D; Watkinson, AR",94,10.1111/j.1365-2656.2005.00931.x,TRUE,FALSE
179,54,2004-2007,Evaluating the long-term metacommunity dynamics of tree hole mosquitoes,2006,ECOLOGY,"Ellis, Alicia M.; Lounibos, L. Philip; Holyoak, Marcel",56,10.1890/0012-9658(2006)87[2582:ETLMDO]2.0.CO;2,TRUE,FALSE
67,55,2004-2007,Landscape characteristics influence pond occupancy by frogs after accounting for detectability,2005,ECOLOGICAL APPLICATIONS,"Mazerolle, MJ; Desrochers, A; Rochefort, L",104,10.1890/04-0502,TRUE,TRUE
1764,56,2004-2007,"Declining amphibian populations: The pitfalls of count data in the study of diversity, distributions, dynamics, and demography",2004,HERPETOLOGICAL JOURNAL,"Schmidt, BR",70,NA,FALSE,TRUE
934,57,2004-2007,Forest production model for upland black spruce stands - Optimal site occupancy levels for maximizing net production,2006,ECOLOGICAL MODELLING,"Newton, PF",11,10.1016/j.ecolmodel.2005.02.022,TRUE,FALSE
807,58,2004-2007,Predicting the dynamics of animal behaviour in field populations,2007,ANIMAL BEHAVIOUR,"Henson, Shandelle M.; Dennis, Brian; Hayward, James L.; Cushing, J. M.; Galusha, Joseph G.",14,10.1016/j.anbehav.2006.11.015,TRUE,FALSE
433,59,2004-2007,A modelling approach to estimate the effect of exotic pollinators on exotic weed population dynamics: bumblebees and broom in Australia,2006,DIVERSITY AND DISTRIBUTIONS,"Stokes, Kate E.; Buckley, Yvonne M.; Sheppard, Andrew W.",28,10.1111/j.1366-9516.2006.00239.x,TRUE,FALSE
1884,60,2004-2007,Preliminary study of the effects of headwater riparian reserves with upslope thinning on stream habitats and amphibians in western Oregon,2007,FOREST SCIENCE,"Olson, Deanna H.; Rugger, Cynthia",27,NA,FALSE,TRUE
99,61,2004-2007,Long-term assessment of seed limitation in plants:: results from an 11-year experiment,2006,JOURNAL OF ECOLOGY,"Ehrlen, Johan; Munzbergova, Zuzana; Diekmann, Martin; Eriksson, Ove",86,10.1111/j.1365-2745.2006.01169.x,TRUE,FALSE
1132,62,2004-2007,The influence of landscape heterogeneity and local habitat effects on the response to competitive pressures in metapopulations,2007,ECOLOGICAL MODELLING,"Graniero, Phil A.",7,10.1016/j.ecolmodel.2006.12.002,TRUE,FALSE
762,63,2004-2007,Exploring rarity using a general model for distribution and abundance,2004,AMERICAN NATURALIST,"Kean, J; Barlow, N",15,10.1086/381871,TRUE,FALSE
1804,64,2004-2007,"Headwater streams and timber harvest: Channel, macroinvertebrate, and amphibian response and recovery",2007,FOREST SCIENCE,"Jackson, C. Rhett; Batzer, Darold P.; Cross, Sarah S.; Haggerty, Stephanie M.; Sturm, Christopher A.",44,NA,FALSE,TRUE
2052,65,2004-2007,Gamebird vulnerability to forest fragmentation:: patch occupancy of the crested guineafowl (<i>Guttera edouardi</i>) in Afromontane forests,2006,ANIMAL CONSERVATION,"Lawes, MJ; Fly, S; Piper, SE",13,10.1111/j.1469-1795.2005.00006.x,FALSE,TRUE
385,66,2004-2007,Sexual systems and measures of occupancy and abundance in an annual plant: Testing the metapopulation model,2007,AMERICAN NATURALIST,"Eppley, Sarah M.; Pannell, John R.",31,10.1086/509944,TRUE,FALSE
1767,67,2004-2007,Integrating the metapopulation and habitat paradigms for understanding broad-scale declines of species,2005,CONSERVATION BIOLOGY,"Armstrong, DP",68,10.1111/j.1523-1739.2005.00117.x,FALSE,TRUE
1925,68,2004-2007,Modeling spatial trends in estimated species richness using breeding bird survey data: A valuable tool in biodiversity assessment,2005,BIODIVERSITY AND CONSERVATION,"Jiguet, F; Julliard, R; Couvet, D; Petiau, A",22,10.1007/s10531-004-0448-y,FALSE,TRUE
760,69,2004-2007,"Estimating species' absence, colonization and local extinction in patchy landscapes: an application of occupancy models with rodents",2007,JOURNAL OF ZOOLOGY,"Mortelliti, A.; Boitani, L.",15,10.1111/j.1469-7998.2007.00320.x,TRUE,TRUE
252,70,2004-2007,Spatial population structure of the Cabrera vole in Mediterranean farmland: The relative role of patch and matrix effects,2007,BIOLOGICAL CONSERVATION,"Pita, Ricardo; Beja, Pedro; Mira, Antonio",45,10.1016/j.biocon.2006.08.026,TRUE,FALSE
82,71,2004-2007,From individual behavior to metapopulation dynamics: Unifying the patchy population and classic metapopulation models,2004,AMERICAN NATURALIST,"Ovaskainen, O; Hanski, I",93,10.1086/423151,TRUE,FALSE
1777,72,2004-2007,Community structure and differential responses of aquatic turtles to agriculturally induced habitat fragmentation,2006,LANDSCAPE ECOLOGY,"Rizkalla, Carol E.; Swihart, Robert K.",59,10.1007/s10980-006-0019-6,FALSE,TRUE
432,73,2004-2007,"Resource availability, matrix quality, microclimate, and spatial pattern as predictors of patch use by the Karner blue butterfly",2007,BIOLOGICAL CONSERVATION,"Grundel, Ralph; Pavlovic, Noel B.",28,10.1016/j.biocon.2006.10.003,TRUE,FALSE
5,74,2004-2007,Extinction debt of forest plants persists for more than a century following habitat fragmentation,2006,ECOLOGY,"Vellend, M; Verheyen, K; Jacquemyn, H; Kolb, A; Van Calster, H; Peterken, G; Hermy, M",350,10.1890/05-1182,TRUE,FALSE
294,75,2004-2007,Modelling population redistribution in a leaf beetle: an evaluation of alternative dispersal functions,2007,JOURNAL OF ANIMAL ECOLOGY,"Chapman, Daniel S.; Dytham, Calvin; Oxford, Geoff S.",40,10.1111/j.1365-2656.2006.01172.x,TRUE,FALSE
283,76,2004-2007,Effects of forest fragmentation on the abundance of <i>Colobus angolensis palliatus</i> in Kenya's coastal forests,2007,INTERNATIONAL JOURNAL OF PRIMATOLOGY,"Anderson, J.; Cowlishaw, G.; Rowcliffe, J. M.",41,10.1007/s10764-007-9143-7,TRUE,FALSE
1711,77,2004-2007,Estimating site occupancy and detection probability parameters for meso- and large mammals in a coastal ecosystem,2006,JOURNAL OF WILDLIFE MANAGEMENT,"O'Connell, Allan F., Jr.; Talancy, Neil W.; Bailey, Larissa L.; Sauer, John R.; Cook, Robert; Gilbert, Andrew T.",156,10.2193/0022-541X(2006)70[1625:ESOADP]2.0.CO;2,FALSE,TRUE
129,78,2004-2007,"On the rates and patterns of spread of alien plants in the Czech Republic, Britain, and Ireland",2005,ECOSCIENCE,"Williamson, M; Pysek, P; Jarosik, V; Prach, K",71,10.2980/i1195-6860-12-3-424.1,TRUE,FALSE
935,79,2004-2007,Metapopulation models: An empirical test of model assumptions and evaluation methods,2005,ECOLOGY,"Johnson, DM",11,10.1890/04-1815,TRUE,FALSE
201,80,2004-2007,Spatial heterogeneity in habitat quality and cross-scale interactions in metapopulations,2007,ECOSYSTEMS,"Schooley, Robert L.; Branch, Lyn C.",52,10.1007/s10021-007-9062-7,TRUE,FALSE
387,81,2004-2007,A model for behavioral regulation of metapopulation dynamics,2005,ECOLOGICAL MODELLING,"Reed, JM; Levine, SH",31,10.1016/j.ecolmodel.2004.02.025,TRUE,FALSE
2035,82,2004-2007,Inferences from common species communities for selecting conservation areas,2006,BIODIVERSITY AND CONSERVATION,"Jiguet, F; Julliard, R",14,10.1007/s10531-004-1067-3,FALSE,TRUE
335,83,2004-2007,Modeling of occupant-generated CO<sub>2</sub> dynamics in naturally ventilated classrooms,2004,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,"Bartlett, KH; Martinez, M; Bert, J",36,10.1080/15459620490424393,TRUE,FALSE
196,84,2004-2007,Are habitat-tracking metacommunities dispersal limited? Inferences from abundance-occupancy patterns of epiphylls in Amazonian forest fragments,2006,BIOLOGICAL CONSERVATION,"Zartman, CE; Nascimento, HEM",53,10.1016/j.biocon.2005.07.012,TRUE,FALSE
1672,85,2004-2007,Single-occupancy binding in simple bounded and unbounded systems,2007,BULLETIN OF MATHEMATICAL BIOLOGY,"Schumaker, Mark F.",0,10.1007/s11538-007-9201-5,TRUE,FALSE
174,86,2004-2007,Metapopulation viability analysis of the bog fritillary butterfly using RAMAS/GIS,2004,OIKOS,"Schtickzelle, N; Baguette, M",57,10.1111/j.0030-1299.2004.12825.x,TRUE,FALSE
315,87,2004-2007,Modelling populations of long-lived birds of prey for conservation:: A study of imperial eagles (<i>Aquila heliaca</i>) in Kazakhstan,2006,BIOLOGICAL CONSERVATION,"Katzner, Todd E.; Bragin, Eugeny A.; Milner-Gulland, E. J.",38,10.1016/j.biocon.2006.04.024,TRUE,FALSE
981,88,2004-2007,Evaluation of the status of anurans on a refuge in suburban Maryland,2007,JOURNAL OF HERPETOLOGY,"Brander, S. M.; Royle, J. A.; Eames, M.",10,10.1670/0022-1511(2007)41[52:EOTSOA]2.0.CO;2,TRUE,TRUE
29,89,2004-2007,New insights into butterfly-environment relationships using partitioning methods,2005,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Heikkinen, RK; Luoto, M; Kuussaari, M; Pöyry, J",173,10.1098/rspb.2005.3212,TRUE,FALSE
1712,90,2004-2007,Estimating and dealing with detectability in occupancy surveys for forest owls and arboreal marsupials,2005,JOURNAL OF WILDLIFE MANAGEMENT,"Wintle, BA; Kavanagh, RP; McCarthy, MA; Burgman, MA",155,10.2193/0022-541X(2005)069[0905:EADWDI]2.0.CO;2,FALSE,TRUE
106,91,2004-2007,Colonization and persistence ability explain the extent to which plant species fill their potential range,2007,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"Schurr, Frank M.; Midgley, Guy F.; Rebelo, Anthony G.; Reeves, Gail; Poschlod, Peter; Higgins, Steven I.",84,10.1111/j.1466-8238.2006.00293.x,TRUE,FALSE
933,92,2004-2007,A method for estimating insect abundance and patch occupancy with potential applications in large-scale monitoring programmes,2007,AFRICAN ENTOMOLOGY,"Sileshi, G.",11,10.4001/1021-3589-15.1.89,TRUE,TRUE
1987,93,2004-2007,Influence of the temporal resolution of data on the success of indicator species models of species richness across multiple taxonomic groups,2005,BIOLOGICAL CONSERVATION,"Thomson, JR; Fleishman, E; Mac Nally, R; Dobkin, DS",17,10.1016/j.biocon.2005.02.013,FALSE,TRUE
8,94,2004-2007,Improving inferences in popoulation studies of rare species that are detected imperfectly,2005,ECOLOGY,"MacKenzie, DI; Nichols, JD; Sutton, N; Kawanishi, K; Bailey, LL",322,10.1890/04-1060,TRUE,TRUE
1673,95,2004-2007,Indoor environmental conditions of athletic halls: experimental and numerical investigation,2006,AIR POLLUTION XIV,"Stathopoulou, O. I.; Assimakopoulos, V. D.",0,10.2495/06034,TRUE,FALSE
1857,96,2004-2007,Detection probabilities and site occupancy estimates for amphibians at Okefenokee National Wildlife Refuge,2006,AMERICAN MIDLAND NATURALIST,"Smith, LL; Barichivich, WJ; Staiger, JS; Smith, KG; Dodd, CK",30,10.1674/0003-0031(2006)155[0149:DPASOE]2.0.CO;2,FALSE,TRUE
1701,97,2004-2007,Review of capture-recapture methods applicable to noninvasive genetic sampling,2005,MOLECULAR ECOLOGY,"Lukacs, PM; Burnham, KP",193,10.1111/j.1365-294X.2005.02717.x,FALSE,TRUE
2237,98,2004-2007,A comprehensive approach to identifying monitoring priorities of small landbirds on military installations,2004,ENVIRONMENTAL MANAGEMENT,"Althoff, DP; Rivers, JW; Pontius, JS; Gipson, PS; Woodford, PB",6,10.1007/s00267-004-0023-z,FALSE,TRUE
118,99,2004-2007,An empirical evaluation of the area and isolation paradigm of metapopulation dynamics,2007,BIOLOGICAL CONSERVATION,"Pellet, Jerome; Fleishman, Erica; Dobkin, David S.; Gander, Antoine; Murphy, Dennis D.",76,10.1016/j.biocon.2006.12.020,TRUE,TRUE
1680,100,2004-2007,Guidelines for developing and updating Bayesian belief networks applied to ecological modeling and conservation,2006,CANADIAN JOURNAL OF FOREST RESEARCH,"Marcot, Bruce G.; Steventon, J. Douglas; Sutherland, Glenn D.; McCann, Robert K.",462,10.1139/X06-135,FALSE,TRUE
761,101,2004-2007,Estimating abundance from detection-nondetection data for randomly distributed or aggregated elusive populations,2007,ECOGRAPHY,"Zhou, Shijie; Griffiths, Shane P.",15,10.1111/j.2007.0906-7590.05009.x,TRUE,TRUE
343,102,2004-2007,Population viability analysis of the butterfly <i>Lopinga achine</i> in a changing landscape in Sweden,2004,ECOGRAPHY,"Bergman, KO; Kindvall, O",35,10.1111/j.0906-7590.2004.03629.x,TRUE,FALSE
1584,103,2004-2007,On The Analysis of Hospital Infection Data Using Markov Models,2007,"MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: LAND, WATER AND ENVIRONMENTAL MANAGEMENT: INTEGRATED SYSTEMS FOR SUSTAINABILITY","Ross, J., V; Taimre, T.",1,NA,TRUE,FALSE
253,104,2004-2007,Relative importance of population processes and habitat characteristics in determining site occupancy of two anurans,2005,JOURNAL OF WILDLIFE MANAGEMENT,"Schmidt, BR; Pellet, J",45,10.2193/0022-541X(2005)069[0884:RIOPPA]2.0.CO;2,TRUE,FALSE
688,105,2004-2007,Effects of natural and human disturbances on the dynamics and spatial structure of <i>Nothofagus glauca</i> in south-central Chile,2005,JOURNAL OF BIOGEOGRAPHY,"Fajardo, A; Alaback, P",17,10.1111/j.1365-2699.2005.01331.x,TRUE,FALSE
478,106,2004-2007,Effectiveness of existing reserves in the long-term protection of a regionally rare butterfly,2005,CONSERVATION BIOLOGY,"Gutiérrez, D",25,10.1111/j.1523-1739.2005.00210.x,TRUE,FALSE
502,107,2004-2007,Spatial and temporal variation in patch occupancy and population density in a model system of an arctic Collembola species assemblage,2004,OIKOS,"Ims, RA; Leinaas, HP; Coulson, S",24,10.1111/j.0030-1299.2004.12634.x,TRUE,FALSE
233,108,2004-2007,Sources and expectations for hierarchical structure in bird-habitat associations,2006,CONDOR,"Kristan, WB",48,10.1650/0010-5422(2006)108[0005:SAEFHS]2.0.CO;2,TRUE,FALSE
