"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8RWJG3DH","journalArticle","2015","Santika, Truly; McAlpine, Clive A.; Lunney, Daniel; Wilson, Kerrie A.; Rhodes, Jonathan R.","Assessing spatio-temporal priorities for species’ recovery in broad-scale dynamic landscapes","Journal of Applied Ecology","","00218901","10.1111/1365-2664.12441","https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12441","","2015-08","2021-10-27 00:52:49","2021-10-27 00:52:49","2021-10-27 00:52:49","832-840","","4","52","","J Appl Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/YAT7QWA2/Santika et al. - 2015 - Assessing spatio-temporal priorities for species’ .pdf","","","","Fernandez-Juricic, Esteban","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EY2PKBE","journalArticle","2017","Valente, Jonathon J.; Hutchinson, Rebecca A.; Betts, Matthew G.","Distinguishing distribution dynamics from temporary emigration using dynamic occupancy models","Methods in Ecology and Evolution","","2041-210X, 2041-210X","10.1111/2041-210X.12840","https://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12840","","2017-12","2021-10-27 00:52:52","2021-10-27 00:52:52","2021-10-27 00:52:52","1707-1716","","12","8","","Methods Ecol Evol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/VKJ23CVS/Valente et al. - 2017 - Distinguishing distribution dynamics from temporar.pdf","","","","Matthiopoulos, Jason","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XA8F264Y","journalArticle","2020","Maguire, Timothy J.; Mundle, Scott O. C.","Citizen Science Data Show Temperature-Driven Declines in Riverine Sentinel Invertebrates","Environmental Science & Technology Letters","","2328-8930, 2328-8930","10.1021/acs.estlett.0c00206","https://pubs.acs.org/doi/10.1021/acs.estlett.0c00206","We used the presence and absence data of sentinel invertebrates (stoneﬂy, order Plecoptera) collected by citizen scientists over 17 years to approximate trends in stream health in urban Detroit, Michigan, USA. Citizen science data are commonly collected based on availability of limited funds. Thus, survey locations lack consistent data collection, and missing values are common. While citizen science data sets can be large, on a regional and local scale, they are often undervalued but present an opportunity for managers to inform their decisions if the missing data can be addressed. To overcome this hurdle, here, missing values were modeled with a combination of spatial (inverse distance weighting and spatial stream network), temporal (Bayesian state space), and machine learning (ensemble random forest) models combining atmospheric, hydrologic, and biologic data. Using the estimated missing values, we determined negative population trends in stoneﬂies driven by stream temperature via a dynamic occupancy model. Urban streams present a challenge to resource managers because data are collected at disparate locations and frequencies and inconsistently recorded. However, we show how a combination of methods with publicly available and citizen science data from across disciplines can inform managers and support land-use decisions.","2020-05-12","2021-10-27 00:52:55","2021-10-27 00:52:55","2021-10-27 00:52:55","303-307","","5","7","","Environ. Sci. Technol. Lett.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/YQNUIP79/Maguire and Mundle - 2020 - Citizen Science Data Show Temperature-Driven Decli.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WUK8VZGH","journalArticle","2016","Broms, Kristin M.; Hooten, Mevin B.; Johnson, Devin S.; Altwegg, Res; Conquest, Loveday L.","Dynamic occupancy models for explicit colonization processes","Ecology","","00129658","10.1890/15-0416.1","http://doi.wiley.com/10.1890/15-0416.1","The dynamic, multi-season occupancy model framework has become a popular tool for modeling open populations with occupancies that change over time through local colonizations and extinctions. However, few versions of the model relate these probabilities to the occupancies of neighboring sites or patches. We present a modeling framework that incorporates this information and is capable of describing a wide variety of spatiotemporal colonization and extinction processes. A key feature of the model is that it is based on a simple set of small-scale rules describing how the process evolves. The result is a dynamic process that can account for complicated large-scale features. In our model, a site is more likely to be colonized if more of its neighbors were previously occupied and if it provides more appealing environmental characteristics than its neighboring sites. Additionally, a site without occupied neighbors may also become colonized through the inclusion of a long-distance dispersal process. Although similar model speciﬁcations have been developed for epidemiological applications, ours formally accounts for detectability using the well-known occupancy modeling framework. After demonstrating the viability and potential of this new form of dynamic occupancy model in a simulation study, we use it to obtain inference for the ongoing Common Myna (Acridotheres tristis) invasion in South Africa. Our results suggest that the Common Myna continues to enlarge its distribution and its spread via short distance movement, rather than long-distance dispersal. Overall, this new modeling framework provides a powerful tool for managers examining the drivers of colonization including short- vs. long-distance dispersal, habitat quality, and distance from source populations.","2016-01","2021-10-27 00:52:57","2021-10-27 00:52:58","2021-10-27 00:52:57","194-204","","1","97","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/MK2QSL5V/Broms et al. - 2016 - Dynamic occupancy models for explicit colonization.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VGNF4J3K","journalArticle","2019","Croose, Elizabeth; Bled, Florent; Fowler, Nicholas L.; Beyer Jr, Dean E.; Belant, Jerrold L.","American marten and fisher do not segregate in space and time during winter in a mixed‐forest system","Ecology and Evolution","","2045-7758, 2045-7758","10.1002/ece3.5097","https://onlinelibrary.wiley.com/doi/10.1002/ece3.5097","Understanding the mechanisms of coexistence between ecologically similar species is an important issue in ecology. Carnivore coexistence may be facilitated by spatial segregation, temporal avoidance, and differential habitat selection. American martens Martes americana and fishers Pekania pennanti are medium‐sized mustelids that occur sympatrically across portions of North America, yet mechanisms of coexistence between the two species are not fully understood. We assessed spatial and temporal partitioning in martens and fishers in the Upper Peninsula of Michigan, USA, using camera trap data collected during winter 2013–2015. To investigate spatial segregation, we used a dynamic occupancy model to estimate species’ occupancy probabilities and probabilities of persistence and colonization as a function of covariates and yearly occupancy probability for the other species. Temporal segregation was assessed by estimating diel activity overlap between species. We found weak evidence of spatial or temporal niche partitioning of martens and fishers. There was high overlap in forest cover selection, and both marten and fisher occupancy were positively correlated with deciduous forests (excluding aspen [Populus tremuloides]). There was strong temporal overlap (Δ̂ 4 = 0.81; CI = 0.79–0.82) with both species exhibiting largely crepuscular activity patterns. Co‐occurrence of martens and fishers appears to be facilitated by mechanisms not investigated in this study, such as partitioning of snow features or diet. Our results add additional insights into resource partitioning of mesocarnivores, but further research is required to enhance our understanding of mechanisms that facilitate marten and fisher coexistence.","2019-04","2021-10-27 00:53:00","2021-10-27 00:53:00","2021-10-27 00:53:00","4906-4916","","8","9","","Ecol Evol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/LZTFEW3R/Croose et al. - 2019 - American marten and fisher do not segregate in spa.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKAHIQQX","journalArticle","2017","Fidino, Mason; Magle, Seth B.","Using Fourier series to estimate periodic patterns in dynamic occupancy models","Ecosphere","","21508925","10.1002/ecs2.1944","https://onlinelibrary.wiley.com/doi/10.1002/ecs2.1944","Some of the most impressive adaptations of organisms are in response to periodic environmental variability. To capture these temporal dynamics, statistical models that estimate the spatiotemporal distribution of a species typically include categorical seasonal covariates, temporally varying parameters, or smoothing splines. While these techniques provide a useful starting point, they may require many parameters to estimate and are not well suited for making predictions. Here, we present a technique that uses Fourier series to estimate periodic signals in dynamic occupancy models, and parameterize these models with data from a large-scale long-term camera trapping study of medium to large mammals in Chicago, Illinois, USA. Our periodic models captured up to 75% of the temporal variability in species colonization rates and performed similar to dynamic occupancy models with temporally varying parameters. Overall, this method can partition variability between periodic and non-periodic sources and estimate the proportion of temporal variability that is attributable to a periodic source in a model-based framework. Further, practitioners can use this method to incorporate prior knowledge on a species’ natural history (e.g., natal dispersal and migration). This will, in turn, create more biologically reasonable models for conservation and management applications.","2017-09","2021-10-27 00:53:03","2021-10-27 00:53:03","2021-10-27 00:53:03","e01944","","9","8","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/DS7ALZ5Q/Fidino and Magle - 2017 - Using Fourier series to estimate periodic patterns.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAR2WLNT","journalArticle","2021","Emmet, Robert L.; Long, Robert A.; Gardner, Beth","Modeling multi‐scale occupancy for monitoring rare and highly mobile species","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.3637","https://onlinelibrary.wiley.com/doi/10.1002/ecs2.3637","Occupancy-based methods are commonly used to model the distribution, habitat use, and relative abundance of species. In particular, occupancy-based methods are often recommended for monitoring species, allowing researchers to track population trends using detection–non-detection data alone. Occupancy models, however, have proven difﬁcult to apply to rare, highly mobile species. Species’ movements outside of sampling areas may lead to violation of the geographic closure assumption of occupancy models and overestimated occupancy probability. Low detection probability may further inﬂate occupancy probability estimates. We developed a novel continuous-time, multi-scale occupancy model to simultaneously account for closure assumption violations and low detection probability. We used a simulation study to test our model relative to a discrete-time multi-scale model, and we conducted a power analysis to assess the ability of an instantaneous occupancy parameter to detect trends in abundance, relative to standard occupancy alone. The continuous-time model was competitive with the discrete-time model and was generally computationally faster than and outperformed the discrete-time model when detection probability was low. The instantaneous occupancy parameter outperformed occupancy in terms of power to detect trends when we used an implicit (i.e., estimating occupancy independently in each primary occasion) dynamic occupancy model, but performed no better when we used an explicit (i.e., estimating colonization and extinction) dynamic occupancy model. We applied both discrete-time and continuous-time multi-scale occupancy models to a case study of data collected on wolverines (Gulo gulo) in Washington, USA. We found improved precision in estimates with the continuous-time model and that asymptotic occupancy of wolverines was high, but short-term use of any given area was low. Our multi-scale, continuous-time occupancy model can be used to detect trends in abundance of rare, highly mobile species, regardless of how occupancy dynamics are modeled. Furthermore, our model can allow for more efﬁcient data collection and analysis than traditional discrete-time or spatially multi-scale approaches, as our model uses all available detections and requires only one detector per sampling unit by substituting time for space.","2021-07","2021-10-27 00:53:06","2021-10-27 00:53:06","2021-10-27 00:53:06","","","7","12","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/AQWSZ6ZI/Emmet et al. - 2021 - Modeling multi‐scale occupancy for monitoring rare.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VEI2S38","journalArticle","2013","Mckann, Patrick C.; Gray, Brian R.; Thogmartin, Wayne E.","Small sample bias in dynamic occupancy models","The Journal of Wildlife Management","","0022541X","10.1002/jwmg.433","https://onlinelibrary.wiley.com/doi/10.1002/jwmg.433","Occupancy models may be used to estimate the probability that a randomly selected site in an area of interest is occupied by a species (c), given imperfect detection (p). This method can be extended, given multiple survey periods, to permit the estimation of seasonal probabilities of c, colonization (g), persistence (w), and extinction (1 À w) in season t. We evaluated the sampling properties of estimators of these parameters using simulated data across a range of the parameters, differing levels of sites and visits, with a published dynamic occupancy model (Royle and Kery 2007). Bias depended largely on p and the number of visits, but also on the number of sites, ct, g, and 1 À w. To decrease bias in all parameters to near zero, our results suggest that the number of required visits will depend on p, such that the probability of detection at an occupied site is near 0.9, and the required number of sites will be near 60 for ct estimation and 120 or greater for g and 1 À w estimation. Published 2012. This article is a U.S. Government work and is in the public domain in the USA.","2013-01","2021-10-27 00:53:08","2021-10-27 00:53:08","2021-10-27 00:53:08","172-180","","1","77","","The Journal of Wildlife Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/9HELQR8S/Mckann et al. - 2013 - Small sample bias in dynamic occupancy models.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIM6JW6M","journalArticle","2021","O'Brien, David; Hall, J.E.; Miró, A.; O'Brien, K.; Falaschi, M.; Jehle, R.","Reversing a downward trend in threatened peripheral amphibian (Triturus cristatus) populations through interventions combining species, habitat and genetic information","Journal for Nature Conservation","","16171381","10.1016/j.jnc.2021.126077","https://linkinghub.elsevier.com/retrieve/pii/S1617138121001242","Conserving genetic diversity in wild species is vital for preserving adaptations to local environmental conditions. We conducted a habitat creation project for a flagship European Protected Species of amphibian (northern great crested newt Triturus cristatus) at its north-western range edge in the Scottish Highlands, combining existing knowledge about the species’ local habitat requirements and the genetic structure of existing populations. Reconciled by a spatial connectivity model, we determined the best locations for the creation or restoration of 25 ponds to facilitate their natural colonisation, and to reconnect areas with similar genetic makeup whilst pre­ serving differences between populations belonging to separate genetic clusters. A dynamic occupancy model based on data derived from standardised surveys revealed that both detection and occupancy probabilities strongly depended on habitat features known to be locally favourable for T. cristatus. At least 12 of the 25 new ponds were colonised within six years, representing a 26% increase in number of breeding ponds in the region and offsetting a gradual decline in number of pre-existing breeding sites recorded over the last 3 decades. Combining genetic evidence, spatial modelling and historical knowledge with local stakeholder engagement led to a habitat creation and management scheme that has met its immediate and evidence-based conservation goals in a way which is transferable to a range of different systems.","2021-12","2021-10-27 00:53:11","2021-10-27 00:53:11","2021-10-27 00:53:11","126077","","","64","","Journal for Nature Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/MGD34UVY/O'Brien et al. - 2021 - Reversing a downward trend in threatened periphera.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFBL462B","journalArticle","2019","Banner, Katharine M.; Irvine, Kathryn M.; Rodhouse, Thomas J.; Donner, Deahn; Litt, Andrea R.","Statistical power of dynamic occupancy models to identify temporal change: Informing the North American Bat Monitoring Program","Ecological Indicators","","1470160X","10.1016/j.ecolind.2019.05.047","https://linkinghub.elsevier.com/retrieve/pii/S1470160X19303917","Dynamic occupancy models provide a flexible framework for estimating and mapping species occupancy patterns over space and time for large-scale monitoring programs (e.g., the North American Bat Monitoring Program (NABat), the Amphibian Research and Monitoring Initiative). Challenges for designing surveys using the dynamic occupancy modeling framework include defining appropriate derived trend parameters, and providing usable tools for researchers to conduct project-specific sample size investigations. We present a simulation-based power analysis framework for dynamic occupancy models that allows for the incorporation of the underlying environmental space (i.e., as covariates) within a specific study region to inform sample size estimation. We investigate two definitions of temporal trend: (1) a gradual, sustained (linear or nonlinear) change over a period of many years, and (2) an abrupt increase or decrease between two time periods. We draw upon pilot data collected following NABat protocols to inform assumed data generating values in a demonstration of our approach. Due to the complicated parameter structure of dynamic occupancy models, we emphasize the importance of visualizing simulated changes over time based on different parameter settings prior to conducting a power analysis. Our simulations revealed that the linearity of short-term trends (five years in our investigation) conferred higher power with lower sample size than longer trends where occupancy probabilities approached zero (ten years in our investigation). We provide an example of how to use our tools to conduct customized investigations using questions posed by NABat, and in doing so, we shed light on general guidelines that can be applied to programs monitoring species occupancy for other taxa. Importantly, we created an R package to execute our approach for informing program-, species-, and study-specific investigations aimed at identifying changes in species occupancy.","2019-10","2021-10-27 01:00:34","2021-10-27 01:00:34","2021-10-27 01:00:34","166-176","","","105","","Ecological Indicators","Statistical power of dynamic occupancy models to identify temporal change","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/WH5RCLE5/Banner et al. - 2019 - Statistical power of dynamic occupancy models to i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
