"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"26MY2Y9R","journalArticle","2019","Alcala, Nicolas; Launer, Alan E.; Westphal, Michael F.; Seymour, Richard; Cole, Esther M.; Rosenberg, Noah A.","Use of stochastic patch occupancy models in the California red‐legged frog for Bayesian inference regarding past events and future persistence","Conservation Biology","","0888-8892, 1523-1739","10.1111/cobi.13192","https://onlinelibrary.wiley.com/doi/10.1111/cobi.13192","Assessing causes of population decline is critically important to management of threatened species. Stochastic patch occupancy models (SPOMs) are popular tools for examining spatial and temporal dynamics of populations when presence–absence data in multiple habitat patches are available. We developed a Bayesian Markov chain method that extends existing SPOMs by focusing on past environmental changes that may have altered occupancy patterns prior to the beginning of data collection. Using occupancy data from 3 creeks, we applied the method to assess 2 hypothesized causes of population decline—in situ die-off and residual impact of past source population loss—in the California red-legged frog. Despite having no data for the 20–30 years between the hypothetical event leading to population decline and the first data collected, we were able to discriminate among hypotheses, finding evidence that in situ die-off increased in 2 of the creeks. Although the creeks had comparable numbers of occupied segments, owing to different extinction–colonization dynamics, our model predicted an 8-fold difference in persistence probabilities of their populations to 2030. Adding a source population led to a greater predicted persistence probability than did decreasing the in situ die-off, emphasizing that reversing the deleterious impacts of a disturbance may not be the most efficient management strategy. We expect our method will be useful for studying dynamics and evaluating management strategies of many species.","2019-06","2021-10-27 04:34:07","2021-10-27 04:34:07","2021-10-27 04:34:07","685-696","","3","33","","Conservation Biology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/N6VDARN6/Alcala et al. - 2019 - Use of stochastic patch occupancy models in the Ca.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQUFAJBC","journalArticle","2003","Westphal, Michael I.; Pickett, Marcus; Getz, Wayne M.; Possingham, Hugh P.","THE USE OF STOCHASTIC DYNAMIC PROGRAMMING IN OPTIMAL LANDSCAPE RECONSTRUCTION FOR METAPOPULATIONS","Ecological Applications","","1051-0761","10.1890/1051-0761(2003)013[0543:TUOSDP]2.0.CO;2","http://doi.wiley.com/10.1890/1051-0761(2003)013[0543:TUOSDP]2.0.CO;2","A decision theory framework can be a powerful technique to derive optimal management decisions for endangered species. We built a spatially realistic stochastic metapopulation model for the Mount Lofty Ranges Southern Emu-wren (Stipiturus malachurus intermedius), a critically endangered Australian bird. Using discrete-time Markov chains to describe the dynamics of a metapopulation and stochastic dynamic programming (SDP) to ﬁnd optimal solutions, we evaluated the following different management decisions: enlarging existing patches, linking patches via corridors, and creating a new patch. This is the ﬁrst application of SDP to optimal landscape reconstruction and one of the few times that landscape reconstruction dynamics have been integrated with population dynamics. SDP is a powerful tool that has advantages over standard Monte Carlo simulation methods because it can give the exact optimal strategy for every landscape conﬁguration (combination of patch areas and presence of corridors) and pattern of metapopulation occupancy, as well as a trajectory of strategies. It is useful when a sequence of management actions can be performed over a given time horizon, as is the case for many endangered species recovery programs, where only ﬁxed amounts of resources are available in each time step. However, it is generally limited by computational constraints to rather small networks of patches. The model shows that optimal metapopulation management decisions depend greatly on the current state of the metapopulation, and there is no strategy that is universally the best. The extinction probability over 30 yr for the optimal state-dependent management actions is 50–80% better than no management, whereas the best ﬁxed state-independent sets of strategies are only 30% better than no management. This highlights the advantages of using a decision theory tool to investigate conservation strategies for metapopulations. It is clear from these results that the sequence of management actions is critical, and this can only be effectively derived from stochastic dynamic programming. The model illustrates the underlying difﬁculty in determining simple rules of thumb for the sequence of management actions for a metapopulation. This use of a decision theory framework extends the capacity of population viability analysis (PVA) to manage threatened species.","2003-04","2021-10-27 04:34:09","2021-10-27 04:34:09","2021-10-27 04:34:09","543-555","","2","13","","Ecological Applications","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/XIX2NSCC/Westphal et al. - 2003 - THE USE OF STOCHASTIC DYNAMIC PROGRAMMING IN OPTIM.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5GI3KEE","journalArticle","2021","Bertassello, L. E.; Bertuzzo, E.; Botter, G.; Jawitz, J. W.; Aubeneau, A. F.; Hoverman, J. T.; Rinaldo, A.; Rao, P. S. C.","Dynamic spatio-temporal patterns of metapopulation occupancy in patchy habitats","Royal Society Open Science","","2054-5703","10.1098/rsos.201309","https://royalsocietypublishing.org/doi/10.1098/rsos.201309","Spatio-temporal dynamics in habitat suitability and connectivity among mosaics of heterogeneous wetlands are critical for biological diversity and species persistence in aquatic patchy landscapes. Despite the recognized importance of stochastic hydroclimatic forcing in driving wetlandscape hydrological dynamics, linking such effects to emergent dynamics of metapopulation poses significant challenges. To fill this gap, we propose here a dynamic stochastic patch occupancy model (SPOM), which links parsimonious hydrological and ecological models to simulate spatio-temporal patterns in species occupancy in wetlandscapes. Our work aims to place ecological studies of patchy habitats into a proper hydrologic and climatic framework to improve the knowledge about metapopulation shifts in response to climate-driven changes in wetlandscapes. We applied the dynamic version of the SPOM (D-SPOM) framework in two wetlandscapes in the US with contrasting landscape and climate properties. Our results illustrate that explicit consideration of the temporal dimension proposed in the D-SPOM is important to interpret local- and landscape-scale patterns of habitat suitability and metapopulation occupancy. Our analyses show that spatio-temporal dynamics of patch suitability and accessibility, driven by the stochasticity in hydroclimatic forcing, influence metapopulation occupancy and the topological metrics of the emergent wetlandscape dispersal network. D-SPOM simulations also reveal that the extinction risk in dynamic wetlandscapes is exacerbated by extended dry periods when suitable habitat decreases, hence limiting successful patch colonization and exacerbating metapopulation extinction risks. The proposed framework is not restricted only to wetland studies but could also be applied to examine metapopulation dynamics in other types of patchy habitats subjected to stochastic external disturbances.","2021-01-27","2021-10-27 04:34:11","2021-10-27 04:34:11","2021-10-27 04:34:11","201309","","1","8","","R. Soc. open sci.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/6XA5FDBV/Bertassello et al. - 2021 - Dynamic spatio-temporal patterns of metapopulation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9T49UDM","journalArticle","","Pollett, Phil","The limiting behaviour of a patch occupancy model","","","","","","","","2021-10-27 04:34:13","2021-10-27 04:34:13","","90","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/E2JUESP4/Pollett - The limiting behaviour of a patch occupancy model.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W6IG93QG","journalArticle","","Polhill, Gary; Gimona, Alessandro","Using Genetic Algorithms to Fit Species and Habitat Parameters for Modelling the Effect of Climate Change on Species Distributions with Stochastic Patch Occupancy Models","","","","","","","","2021-10-27 04:34:14","2021-10-27 04:34:14","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/RPYRBCPF/Polhill and Gimona - Using Genetic Algorithms to Fit Species and Habita.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQGW567Y","journalArticle","2009","Hodgson, Jenny A.; Moilanen, Atte; Thomas, Chris D.","Metapopulation responses to patch connectivity and quality are masked by successional habitat dynamics","Ecology","","0012-9658","10.1890/08-1227.1","http://doi.wiley.com/10.1890/08-1227.1","Many species have to track changes in the spatial distribution of suitable habitat from generation to generation. Understanding the dynamics of such species will likely require spatially explicit models, and patch-based metapopulation models are potentially appropriate. However, relatively little attention has been paid to developing metapopulation models that include habitat dynamics, and very little to testing the predictions of these models. We tested three predictions from theory about the differences between dynamic habitat metapopulations and their static counterparts using long-term survey data from two metapopulations of the butterﬂy Plebejus argus. As predicted, we showed ﬁrst that the metapopulation inhabiting dynamic habitat had a lower level of habitat occupancy, which could not be accounted for by other differences between the metapopulations. Secondly, we found that patch occupancy did not signiﬁcantly increase with increasing patch connectivity in dynamic habitat, whereas there was a strong positive connectivity–occupancy relationship in static habitat. Thirdly, we found no signiﬁcant relationship between patch occupancy and patch quality in dynamic habitat, whereas there was a strong, positive quality–occupancy relationship in static habitat. Modeling conﬁrmed that the differences in mean patch occupancy and connectivity–occupancy slope could arise without changing the species’ metapopulation parameters—importantly, without changing the dependence of colonization upon connectivity. We found that, for a range of landscape scenarios, successional simulations always produced a lower connectivity–occupancy slope than comparable simulations with static patches, whether compared like-for-like or controlling for mean occupancy. We conclude that landscape-scale studies may often underestimate the importance of connectivity for species occurrence and persistence because habitat turnover can obscure the connectivity–occupancy relationship in commonly available snapshot data.","2009-06","2021-10-27 04:36:51","2021-10-27 04:36:52","2021-10-27 04:36:51","1608-1619","","6","90","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/AZPIZHV9/Hodgson et al. - 2009 - Metapopulation responses to patch connectivity and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8PMM25A","journalArticle","2011","Harrison, Philip J.; Hanski, Ilkka; Ovaskainen, Otso","Bayesian state-space modeling of metapopulation dynamics in the Glanville fritillary butterfly","Ecological Monographs","","0012-9615","10.1890/11-0192.1","http://doi.wiley.com/10.1890/11-0192.1","The complexity of mathematical models of ecological dynamics varies greatly, and it is often difﬁcult to judge what would be the optimal level of complexity in a particular case. Here we compare the parameter estimates, model ﬁts, and predictive abilities of two models of metapopulation dynamics: a detailed individual-based model (IBM) and a population-based stochastic patch occupancy model (SPOM) derived from the IBM. The two models were ﬁtted to a 17-year time series of data for the Glanville fritillary butterﬂy (Melitaea cinxia) inhabiting a network of 72 small meadows. The data consisted of biannual counts of larval groups (IBM) and the annual presence or absence of local populations (SPOM). The models were ﬁtted using a Bayesian state-space approach with a hierarchical random effect structure to account for observational, demographic, and environmental stochasticities. The detection probability of larval groups (IBM) and the probability of false zeros of local populations (SPOM) in the observation models were simultaneously estimated from the timeseries data and independent control data. Prior distributions for dispersal parameters were obtained from a separate analysis of mark–recapture data. Both models ﬁtted the data about equally, but the results were more precise for the IBM than for the SPOM. The two models yielded similar estimates for a random effect parameter describing habitat quality in each patch, which were correlated with independent empirical measures of habitat quality. The modeling results showed that variation in habitat quality inﬂuenced patch occupancy more through the effects on movement behavior at patch edges than on carrying capacity, whereas the latter inﬂuenced the mean population size in occupied patches. The IBM and the SPOM explained 63% and 45%, respectively, of the observed variation in the fraction of occupied habitat area among 75 independent patch networks not used in parameter estimation. We conclude that, while carefully constructed, detailed models can have better predictive ability than simple models, this advantage comes with the cost of greatly increased data requirements and computational challenges. Our results illustrate how complex models can be helpful in facilitating the construction of effective simpler models.","2011-11","2021-10-27 04:36:54","2021-10-27 04:36:54","2021-10-27 04:36:54","581-598","","4","81","","Ecological Monographs","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/3U4KK26J/Harrison et al. - 2011 - Bayesian state-space modeling of metapopulation dy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYNIIZ4M","journalArticle","2015","García-Valdés, Raúl; Svenning, Jens-Christian; Zavala, Miguel A.; Purves, Drew W.; Araújo, Miguel B.","Evaluating the combined effects of climate and land-use change on tree species distributions","Journal of Applied Ecology","","00218901","10.1111/1365-2664.12453","https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12453","","2015-08","2021-10-27 04:36:57","2021-10-27 04:36:57","2021-10-27 04:36:57","902-912","","4","52","","J Appl Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/2SZ9DNNJ/García-Valdés et al. - 2015 - Evaluating the combined effects of climate and lan.pdf","","","","Saura, Santiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64YKU9UM","journalArticle","2006","Pellet, Jérôme; Maze, Gérard; Perrin, Nicolas","The contribution of patch topology and demographic parameters to population viability analysis predictions: the case of the European tree frog","Population Ecology","","1438-3896, 1438-390X","10.1007/s10144-006-0003-7","http://doi.wiley.com/10.1007/s10144-006-0003-7","","2006-10-16","2021-10-27 04:37:00","2021-10-27 04:37:00","2021-10-27 04:37:00","353-361","","4","48","","Popul Ecol","The contribution of patch topology and demographic parameters to population viability analysis predictions","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/YDVFWSSJ/Pellet et al. - 2006 - The contribution of patch topology and demographic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8SYNZ6R","journalArticle","2013","Heard, Geoffrey W.; McCarthy, Michael A.; Scroggie, Michael P.; Baumgartner, John B.; Parris, Kirsten M.","A Bayesian model of metapopulation viability, with application to an endangered amphibian","Diversity and Distributions","","13669516","10.1111/ddi.12052","https://onlinelibrary.wiley.com/doi/10.1111/ddi.12052","Aim Population viability analysis (PVA) is used to quantify the risks faced by species under alternative management regimes. Bayesian PVAs allow uncertainty in the parameters of the underlying population model to be easily propagated through to the predictions. We developed a Bayesian stochastic patch occupancy model (SPOM) and used this model to assess the viability of a metapopulation of the growling grass frog (Litoria raniformis) under different urbanization scenarios.","2013-05","2021-10-27 04:37:03","2021-10-27 04:37:03","2021-10-27 04:37:03","555-566","","5-6","19","","Diversity Distrib.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/GTFNFET6/Heard et al. - 2013 - A Bayesian model of metapopulation viability, with.pdf","","","","Burgman, Mark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CVGGHQK","journalArticle","","Bierman, Stijn Martinus","Spatio-temporal models in animal population dynamics","","","","","","","","2021-10-27 04:37:04","2021-10-27 04:37:04","","24","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/J5T9LKIF/Bierman - Spatio-temporal models in animal population dynami.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
